field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
PVR-011,es;en,carga viva cubierta kN m2,,kN/m2,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,carga_viva_cubierta_kN_m2,regex:([0-9]+\.?[0-9]*)\s*kN/m2,carga_viva_cubierta_kN_m2;Para mantenimiento y nieve según categoría de ocupación,not applicable;assumed;estimated,value in valid range,value between 0.5 and 5,false,false,false,review if outlier
PVR-012,es;en,capacidad residual cubierta kN m2,,kN/m2,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,capacidad_residual_cubierta_kN_m2,regex:([0-9]+\.?[0-9]*)\s*kN/m2,capacidad_residual_cubierta_kN_m2;Si <0.20 kN/m2 se requiere refuerzo estructural,not applicable;assumed;estimated,value in valid range,value between 0 and 10,false,false,false,review if outlier
PVR-013,es;en,presion viento ascenso kPa,,kPa,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,presion_viento_ascenso_kPa,regex:([0-9]+\.?[0-9]*)\s*kPa,presion_viento_ascenso_kPa;Componente crítica para balast y anclajes,not applicable;assumed;estimated,value in valid range,value between 0 and 5,false,false,false,review if outlier
PVR-014,es;en,presion viento descendente kPa,,kPa,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,presion_viento_descendente_kPa,regex:([0-9]+\.?[0-9]*)\s*kPa,presion_viento_descendente_kPa;Aumenta carga vertical combinada,not applicable;assumed;estimated,value in valid range,value between 0 and 5,false,false,false,review if outlier
PVR-015,es;en,carga nieve suelo kN m2,,kN/m2,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,carga_nieve_suelo_kN_m2,regex:([0-9]+\.?[0-9]*)\s*kN/m2,carga_nieve_suelo_kN_m2;Define ps (carga nieve cubierta) mediante fórmulas PVR-C-002,not applicable;assumed;estimated,value in valid range,value between 0 and 10,false,false,false,review if outlier
PVR-016,es;en,categoria exposicion viento,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,categoria_exposicion_viento,,categoria_exposicion_viento;Influye en qh y por ende en presión de succión,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-017,es;en,velocidad viento basic ms,,m/s,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,velocidad_viento_basic_ms,regex:([0-9]+\.?[0-9]*)\s*m/s,velocidad_viento_basic_ms;Para usar directamente en ASCE 7 ecuación de qz,not applicable;assumed;estimated,value in valid range,value between 20 and 120,false,false,false,review if outlier
PVR-018,es;en,factor topografico viento kzt,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,factor_topografico_viento_kzt,,factor_topografico_viento_kzt;Para emplazamientos en ladera; default 1.0,not applicable;assumed;estimated,value in valid range,value between 1 and 3,false,false,false,review if outlier
PVR-019,es;en,metodo sellado perforaciones,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,metodo_sellado_perforaciones,,metodo_sellado_perforaciones;Cada método dicta el tipo de flashing en PVR-DRW-012,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-020,es;en,tipo membrana impermeable,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_membrana_impermeable,,tipo_membrana_impermeable;Determina compatibilidad química del sellado,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-021,es;en,tipo drenaje cubierta,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_drenaje_cubierta,,tipo_drenaje_cubierta;Verificar capacidad L/min según ASCE 7 rainfall intensity,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-022,es;en,capacidad drenaje L min,,L/min,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,capacidad_drenaje_L_min,regex:([0-9]+\.?[0-9]*)\s*L/min,capacidad_drenaje_L_min;Validar con intensidad de lluvia local,not applicable;assumed;estimated,value in valid range,value between 0 and 5000,false,false,false,review if outlier
PVR-023,es;en,canalon presente,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,canalon_presente,,canalon_presente;Determina ubicación de bajantes y conecta con estructura PV,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-024,es;en,edad cubierta anios,,years,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,edad_cubierta_anios,regex:([0-9]+\.?[0-9]*)\s*years,"edad_cubierta_anios;Si > 15 años, requerir inspección de refuerzo antes de PV",not applicable;assumed;estimated,value in valid range,value between 0 and 80,false,false,false,review if outlier
PVR-025,es;en,condicion cubierta rating,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,condicion_cubierta_rating,,"condicion_cubierta_rating;Si poor/critical, parar diseño y refuerzo previo",not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-026,es;en,carport presente,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,carport_presente,,"carport_presente;Si true, completar PVR-027..PVR-040",not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-027,es;en,tipo carport,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_carport,,tipo_carport;Determina número de columnas y momentos máximos,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-028,es;en,longitud carport m,,m,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,longitud_carport_m,regex:([0-9]+\.?[0-9]*)\s*m,longitud_carport_m;Define número de bahías,not applicable;assumed;estimated,value in valid range,value between 3 and 200,false,false,false,review if outlier
PVR-029,es;en,ancho carport m,,m,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,ancho_carport_m,regex:([0-9]+\.?[0-9]*)\s*m,ancho_carport_m;Ancho mínimo para 1 plaza = 2.5 m; doble = 5.0 m,not applicable;assumed;estimated,value in valid range,value between 2.5 and 20,false,false,false,review if outlier
PVR-030,es;en,altura libre carport m,,m,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,altura_libre_carport_m,regex:([0-9]+\.?[0-9]*)\s*m,"altura_libre_carport_m;Mínimo 4.0 m para vehículos livianos, 4.5 m para pickups, 5.0 m camiones",not applicable;assumed;estimated,value in valid range,value between 2.5 and 8,false,false,false,review if outlier
PVR-031,es;en,numero columnas carport,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,numero_columnas_carport,,numero_columnas_carport;Cantilever usa 1 fila; T usa 2; Y usa 3 por bahía,not applicable;assumed;estimated,value in valid range,value between 2 and 100,false,false,false,review if outlier
PVR-032,es;en,tipo cimentacion carport,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_cimentacion_carport,,tipo_cimentacion_carport;Define profundidad y diámetro de anclaje,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-033,es;en,diametro perno anclaje mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,diametro_perno_anclaje_mm,regex:([0-9]+\.?[0-9]*)\s*mm,diametro_perno_anclaje_mm;Influye en capacidad de pull-out y corte,not applicable;assumed;estimated,value in valid range,value between 12 and 60,false,false,false,review if outlier
PVR-034,es;en,longitud empotramiento perno mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,longitud_empotramiento_perno_mm,regex:([0-9]+\.?[0-9]*)\s*mm,longitud_empotramiento_perno_mm;Para pull-out per ACI 318; sin marca comercial,not applicable;assumed;estimated,value in valid range,value between 100 and 600,false,false,false,review if outlier
PVR-035,es;en,resistencia concreto carport MPa,,MPa,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,resistencia_concreto_carport_MPa,regex:([0-9]+\.?[0-9]*)\s*MPa,resistencia_concreto_carport_MPa;Afecta capacidad de pull-out y corte del perno,not applicable;assumed;estimated,value in valid range,value between 17 and 50,false,false,false,review if outlier
PVR-036,es;en,inclinacion modulo carport grados,,deg,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,inclinacion_modulo_carport_grados,regex:([0-9]+\.?[0-9]*)\s*deg,inclinacion_modulo_carport_grados;Típico 5-10° para drenaje y bifacial harvesting,not applicable;assumed;estimated,value in valid range,value between 0 and 30,false,false,false,review if outlier
PVR-037,es;en,gaps drenaje carport mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,gaps_drenaje_carport_mm,regex:([0-9]+\.?[0-9]*)\s*mm,gaps_drenaje_carport_mm;Típico 10-20 mm; permite paso de agua al canalón,not applicable;assumed;estimated,value in valid range,value between 5 and 50,false,false,false,review if outlier
PVR-038,es;en,carga viento carport kPa,,kPa,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,carga_viento_carport_kPa,regex:([0-9]+\.?[0-9]*)\s*kPa,carga_viento_carport_kPa;Componente crítica para momento de vuelco en cantilever,not applicable;assumed;estimated,value in valid range,value between 0 and 5,false,false,false,review if outlier
PVR-039,es;en,tecnologia modulo,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tecnologia_modulo,,tecnologia_modulo;Sin referencia a marca; sólo clase,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-040,es;en,potencia modulo Wp stc,,Wp,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,potencia_modulo_Wp_stc,regex:([0-9]+\.?[0-9]*)\s*Wp,potencia_modulo_Wp_stc;Validar con IEC 61215 certificación,not applicable;assumed;estimated,value in valid range,value between 100 and 700,false,false,false,review if outlier
PVR-041,es;en,Voc modulo V,,V,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,Voc_modulo_V,regex:([0-9]+\.?[0-9]*)\s*V,Voc_modulo_V;Para cálculo de Vmax inversor con coef. temperatura,not applicable;assumed;estimated,value in valid range,value between 20 and 100,false,false,false,review if outlier
PVR-042,es;en,Isc modulo A,,A,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,Isc_modulo_A,regex:([0-9]+\.?[0-9]*)\s*A,Isc_modulo_A;Para dimensionar protección DC y cable,not applicable;assumed;estimated,value in valid range,value between 2 and 25,false,false,false,review if outlier
PVR-043,es;en,Vmp modulo V,,V,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,Vmp_modulo_V,regex:([0-9]+\.?[0-9]*)\s*V,Vmp_modulo_V;Para sizing string dentro de MPPT,not applicable;assumed;estimated,value in valid range,value between 18 and 80,false,false,false,review if outlier
PVR-044,es;en,Imp modulo A,,A,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,Imp_modulo_A,regex:([0-9]+\.?[0-9]*)\s*A,Imp_modulo_A;Para sizing de cable DC y_optimizer,not applicable;assumed;estimated,value in valid range,value between 1 and 20,false,false,false,review if outlier
PVR-045,es;en,eficiencia modulo pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,eficiencia_modulo_pct,regex:([0-9]+\.?[0-9]*)\s*%,eficiencia_modulo_pct;Útil para área mínima requerida,not applicable;assumed;estimated,value in valid range,value between 10 and 30,false,false,false,review if outlier
PVR-046,es;en,longitud modulo mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,longitud_modulo_mm,regex:([0-9]+\.?[0-9]*)\s*mm,longitud_modulo_mm;Para layout y spacing de attachments,not applicable;assumed;estimated,value in valid range,value between 1000 and 2500,false,false,false,review if outlier
PVR-047,es;en,ancho modulo mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,ancho_modulo_mm,regex:([0-9]+\.?[0-9]*)\s*mm,ancho_modulo_mm;Para layout de strings y balast grid,not applicable;assumed;estimated,value in valid range,value between 500 and 1500,false,false,false,review if outlier
PVR-048,es;en,peso modulo kg,,kg,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,peso_modulo_kg,regex:([0-9]+\.?[0-9]*)\s*kg,peso_modulo_kg;Contribución a carga muerta de la cubierta,not applicable;assumed;estimated,value in valid range,value between 10 and 50,false,false,false,review if outlier
PVR-049,es;en,factor bifacialidad,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,factor_bifacialidad,,factor_bifacialidad;Default 0.70 si bifacial pero sin datasheet NO PROHIBIDO,not applicable;assumed;estimated,value in valid range,value between 0.6 and 1,false,false,false,review if outlier
PVR-050,es;en,ganancia bifacial pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,ganancia_bifacial_pct,regex:([0-9]+\.?[0-9]*)\s*%,ganancia_bifacial_pct;Depende de albedo y altura de borde libre,not applicable;assumed;estimated,value in valid range,value between 0 and 30,false,false,false,review if outlier
PVR-051,es;en,albedo emplazamiento,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,albedo_emplazamiento,,albedo_emplazamiento;Concreto 0.30; asfalto 0.15; nieve 0.80; grama 0.20,not applicable;assumed;estimated,value in valid range,value between 0.05 and 0.95,false,false,false,review if outlier
PVR-052,es;en,coef temp Voc pct K,,%/K,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,coef_temp_Voc_pct_K,regex:([0-9]+\.?[0-9]*)\s*%/K,coef_temp_Voc_pct_K;Para Vmax inversor en frío extremo,not applicable;assumed;estimated,value in valid range,value between -0.5 and -0.1,false,false,false,review if outlier
PVR-053,es;en,coef temp Pmax pct K,,%/K,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,coef_temp_Pmax_pct_K,regex:([0-9]+\.?[0-9]*)\s*%/K,coef_temp_Pmax_pct_K;Para derate térmico,not applicable;assumed;estimated,value in valid range,value between -0.6 and -0.1,false,false,false,review if outlier
PVR-054,es;en,NOCT modulo C,,°C,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,NOCT_modulo_C,regex:([0-9]+\.?[0-9]*)\s*°C,NOCT_modulo_C;Para estimar T_oper y derate térmico,not applicable;assumed;estimated,value in valid range,value between 35 and 60,false,false,false,review if outlier
PVR-055,es;en,radar tipping habilitado,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,radar_tipping_habilitado,,radar_tipping_habilitado;Función de seguridad en carports con bifacial,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-056,es;en,tipo inversor,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_inversor,,tipo_inversor;Determina topología de strings y protecciones,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-057,es;en,potencia max dc inversor kW,,kW,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,potencia_max_dc_inversor_kW,regex:([0-9]+\.?[0-9]*)\s*kW,potencia_max_dc_inversor_kW;Para DC/AC ratio,not applicable;assumed;estimated,value in valid range,value between 0.5 and 500,false,false,false,review if outlier
PVR-058,es;en,tension max dc inversor V,,V,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tension_max_dc_inversor_V,regex:([0-9]+\.?[0-9]*)\s*V,tension_max_dc_inversor_V;Para validar Vmax string en frío,not applicable;assumed;estimated,value in valid range,value between 100 and 1500,false,false,false,review if outlier
PVR-059,es;en,numero mppt inversor,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,numero_mppt_inversor,,numero_mppt_inversor;Para balancear strings en sombreado parcial,not applicable;assumed;estimated,value in valid range,value between 1 and 12,false,false,false,review if outlier
PVR-060,es;en,mppt vmin V,,V,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,mppt_vmin_V,regex:([0-9]+\.?[0-9]*)\s*V,mppt_vmin_V;Para validar Vmin string en caliente,not applicable;assumed;estimated,value in valid range,value between 50 and 1000,false,false,false,review if outlier
PVR-061,es;en,mppt vmax V,,V,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,mppt_vmax_V,regex:([0-9]+\.?[0-9]*)\s*V,mppt_vmax_V;Para validar Vmax string en frío,not applicable;assumed;estimated,value in valid range,value between 100 and 1500,false,false,false,review if outlier
PVR-062,es;en,corriente max ac inversor A,,A,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,corriente_max_ac_inversor_A,regex:([0-9]+\.?[0-9]*)\s*A,corriente_max_ac_inversor_A;Para dimensionar cable AC y breaker,not applicable;assumed;estimated,value in valid range,value between 5 and 1000,false,false,false,review if outlier
PVR-063,es;en,eficiencia cec inversor pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,eficiencia_cec_inversor_pct,regex:([0-9]+\.?[0-9]*)\s*%,eficiencia_cec_inversor_pct;Para cálculo de producción anual,not applicable;assumed;estimated,value in valid range,value between 90 and 100,false,false,false,review if outlier
PVR-064,es;en,modulos por string,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,modulos_por_string,,modulos_por_string;Validar Vmax_inversor y Vmin MPPT,not applicable;assumed;estimated,value in valid range,value between 6 and 30,false,false,false,review if outlier
PVR-065,es;en,numero strings,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,numero_strings,,numero_strings;Para dimensionar combiner y protección,not applicable;assumed;estimated,value in valid range,value between 1 and 500,false,false,false,review if outlier
PVR-066,es;en,ganancia optimizer pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,ganancia_optimizer_pct,regex:([0-9]+\.?[0-9]*)\s*%,ganancia_optimizer_pct;Modelar con sombreado parcial,not applicable;assumed;estimated,value in valid range,value between 0 and 25,false,false,false,review if outlier
PVR-067,es;en,ganancia microinversor pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,ganancia_microinversor_pct,regex:([0-9]+\.?[0-9]*)\s*%,ganancia_microinversor_pct;Modelar con mismatch de módulo y sombreado,not applicable;assumed;estimated,value in valid range,value between 0 and 25,false,false,false,review if outlier
PVR-068,es;en,clipping ac permitido pct,,%,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,clipping_ac_permitido_pct,regex:([0-9]+\.?[0-9]*)\s*%,clipping_ac_permitido_pct;Típico 1-3% según IEA PVPS,not applicable;assumed;estimated,value in valid range,value between 0 and 5,false,false,false,review if outlier
PVR-069,es;en,seccion cable dc mm2,,mm2,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,seccion_cable_dc_mm2,regex:([0-9]+\.?[0-9]*)\s*mm2,seccion_cable_dc_mm2;Verificar ampacidad y caída de tensión,not applicable;assumed;estimated,value in valid range,value between 2.5 and 240,false,false,false,review if outlier
PVR-070,es;en,longitud cable dc m,,m,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,longitud_cable_dc_m,regex:([0-9]+\.?[0-9]*)\s*m,longitud_cable_dc_m;Para caída de tensión DC,not applicable;assumed;estimated,value in valid range,value between 1 and 500,false,false,false,review if outlier
PVR-071,es;en,seccion cable ac mm2,,mm2,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,seccion_cable_ac_mm2,regex:([0-9]+\.?[0-9]*)\s*mm2,seccion_cable_ac_mm2;Verificar ampacidad y caída de tensión AC,not applicable;assumed;estimated,value in valid range,value between 2.5 and 500,false,false,false,review if outlier
PVR-072,es;en,longitud cable ac m,,m,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,longitud_cable_ac_m,regex:([0-9]+\.?[0-9]*)\s*m,longitud_cable_ac_m;Para caída AC y pérdidas,not applicable;assumed;estimated,value in valid range,value between 1 and 2000,false,false,false,review if outlier
PVR-073,es;en,tipo proteccion dc string,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_proteccion_dc_string,,tipo_proteccion_dc_string;Según IEC 62548 - requirement para N>2 strings paralelos,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-074,es;en,corriente proteccion dc A,,A,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,corriente_proteccion_dc_A,regex:([0-9]+\.?[0-9]*)\s*A,corriente_proteccion_dc_A;Típico 1.25-1.56 × Isc_string,not applicable;assumed;estimated,value in valid range,value between 1 and 100,false,false,false,review if outlier
PVR-075,es;en,corriente proteccion ac A,,A,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,corriente_proteccion_ac_A,regex:([0-9]+\.?[0-9]*)\s*A,corriente_proteccion_ac_A;Típico 1.25 × I_ac_max,not applicable;assumed;estimated,value in valid range,value between 1 and 1600,false,false,false,review if outlier
PVR-076,es;en,tipo surge protection,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_surge_protection,,tipo_surge_protection;T1 si expuesto a rayo directo; T2 si indirecto,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-077,es;en,resistencia electrodo puesta a tierra ohm,,ohm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,resistencia_electrodo_puesta_a_tierra_ohm,regex:([0-9]+\.?[0-9]*)\s*ohm,resistencia_electrodo_puesta_a_tierra_ohm;Máximo 25 ohm según NEC 250; idealmente <5,not applicable;assumed;estimated,value in valid range,value between 0.1 and 25,false,false,false,review if outlier
PVR-078,es;en,conexion equipotencial a estructura existente,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,conexion_equipotencial_a_estructura_existente,,conexion_equipotencial_a_estructura_existente;Obligatorio cuando estructura metálica accesible,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-079,es;en,tipo electrodo puesta a tierra,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_electrodo_puesta_a_tierra,,tipo_electrodo_puesta_a_tierra;Structural si se aprovecha acero de refuerzo,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-080,es;en,numero pernos termoelectricos,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,numero_pernos_termoelectricos,,numero_pernos_termoelectricos;Cada 30 m lineales de riel y por marco,not applicable;assumed;estimated,value in valid range,value between 4 and 200,false,false,false,review if outlier
PVR-081,es;en,tipo estructura roof,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_estructura_roof,,tipo_estructura_roof;Determina uso de balast vs perforación de cubierta,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-082,es;en,peso bloque balast kg,,kg,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,peso_bloque_balast_kg,regex:([0-9]+\.?[0-9]*)\s*kg,peso_bloque_balast_kg;Cantidad n = (Uplift_total - Peso_propio) / peso_bloque,not applicable;assumed;estimated,value in valid range,value between 1 and 100,false,false,false,review if outlier
PVR-083,es;en,cantidad bloques balast,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,cantidad_bloques_balast,,cantidad_bloques_balast;Valida carga muerta adicional y uplift,not applicable;assumed;estimated,value in valid range,value between 0 and 50000,false,false,false,review if outlier
PVR-084,es;en,tipo riel attachment,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,tipo_riel_attachment,,tipo_riel_attachment;Afecta spacing de attachments y torce,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-085,es;en,spacing attachments mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,spacing_attachments_mm,regex:([0-9]+\.?[0-9]*)\s*mm,spacing_attachments_mm;Típico 600-1200 mm; validar con carga de viento,not applicable;assumed;estimated,value in valid range,value between 200 and 2400,false,false,false,review if outlier
PVR-086,es;en,capacidad pullout attachment kN,,kN,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,capacidad_pullout_attachment_kN,regex:([0-9]+\.?[0-9]*)\s*kN,capacidad_pullout_attachment_kN;Determinante para spacing; ensayo per ACI 318 / ASCE 7,not applicable;assumed;estimated,value in valid range,value between 0.1 and 20,false,false,false,review if outlier
PVR-087,es;en,inclinacion modulo cubierta grados,,deg,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,inclinacion_modulo_cubierta_grados,regex:([0-9]+\.?[0-9]*)\s*deg,inclinacion_modulo_cubierta_grados;Afecta POA y auto-sombreado,not applicable;assumed;estimated,value in valid range,value between 0 and 45,false,false,false,review if outlier
PVR-088,es;en,material perfil estructura,,,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,material_perfil_estructura,,material_perfil_estructura;Afecta durabilidad y compatibilidad galvánica,not applicable;assumed;estimated,value in valid range,range plausibility,false,false,false,review if outlier
PVR-089,es;en,flecha max estructura mm,,mm,datasheet;report;specification;drawing,Properties;Specifications;Datasheet,flecha_max_estructura_mm,regex:([0-9]+\.?[0-9]*)\s*mm,flecha_max_estructura_mm;Típico L/180,not applicable;assumed;estimated,value in valid range,value between 1 and 50,false,false,false,review if outlier
