field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
MAR-011,es,Hs 50yr m,Hs,m,metocean_study|oceanographic_study|meteorological_data,metocean,Hs_50yr_m,[-+]?\d*\.?\d+,Hs_50yr_m; metocean; m,draft;tentative;preliminary;not verified,normalize to m,"value in [1, 25]",False,False,True,"check value in [1, 25]; cross-check with MAR-C-001;MAR-C-004;MAR-C-006"
MAR-012,es,Tp 50yr s,Tp,s,metocean_study|oceanographic_study|meteorological_data,metocean,Tp_50yr_s,[-+]?\d*\.?\d+,Tp_50yr_s; metocean; s,draft;tentative;preliminary;not verified,normalize to s,"value in [3, 25]",False,False,True,"check value in [3, 25]; cross-check with MAR-C-001;MAR-C-004;MAR-C-006;MAR-C-030"
MAR-013,es,Hs 1yr m,Hs,m,metocean_study|oceanographic_study|meteorological_data,metocean,Hs_1yr_m,[-+]?\d*\.?\d+,Hs_1yr_m; metocean; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0.5, 15]",False,False,True,"check value in [0.5, 15]; cross-check with MAR-C-001;MAR-C-004"
MAR-014,es,Tp 1yr s,Tp,s,metocean_study|oceanographic_study|meteorological_data,metocean,Tp_1yr_s,[-+]?\d*\.?\d+,Tp_1yr_s; metocean; s,draft;tentative;preliminary;not verified,normalize to s,"value in [2, 18]",False,False,True,"check value in [2, 18]; cross-check with MAR-C-001;MAR-C-002;MAR-C-030"
MAR-015,es,Tm mean wave period s,Tm,s,metocean_study|oceanographic_study|meteorological_data,metocean,Tm_mean_wave_period_s,[-+]?\d*\.?\d+,Tm_mean_wave_period_s; metocean; s,draft;tentative;preliminary;not verified,normalize to s,"value in [2, 15]",False,False,True,"check value in [2, 15]; cross-check with MAR-C-002;MAR-C-030"
MAR-016,es,wave spectrum type,,n/a,metocean_study|oceanographic_study|meteorological_data,metocean,wave_spectrum_type,\\b(JONSWAP|Pierson_Moskowitz|TMA|torsethaugen)\\b,wave_spectrum_type; metocean; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-030;MAR-C-004"
MAR-017,es,wave power flux kW per m,P,kW/m,metocean_study|oceanographic_study|meteorological_data,metocean,wave_power_flux_kW_per_m,[-+]?\d*\.?\d+,wave_power_flux_kW_per_m; metocean; kW/m,draft;tentative;preliminary;not verified,normalize to kW/m,"value in [0.1, 100]",False,False,True,"check value in [0.1, 100]; cross-check with MAR-C-026;MAR-C-027"
MAR-018,es,predominant wave direction deg,,deg,metocean_study|oceanographic_study|meteorological_data,metocean,predominant_wave_direction_deg,[-+]?\d*\.?\d+,predominant_wave_direction_deg; metocean; deg,draft;tentative;preliminary;not verified,normalize to deg,"value in [0, 360]",False,False,True,"check value in [0, 360]; cross-check with MAR-C-026;MAR-C-004;MAR-C-030"
MAR-019,es,wind speed 50yr 10m ms,WS,m/s,metocean_study|oceanographic_study|meteorological_data,metocean,wind_speed_50yr_10m_ms,[-+]?\d*\.?\d+,wind_speed_50yr_10m_ms; metocean; m/s,draft;tentative;preliminary;not verified,normalize to m/s,"value in [10, 80]",False,False,True,"check value in [10, 80]; cross-check with MAR-C-001;MAR-C-006"
MAR-020,es,wind speed 1yr 10m ms,WS,m/s,metocean_study|oceanographic_study|meteorological_data,metocean,wind_speed_1yr_10m_ms,[-+]?\d*\.?\d+,wind_speed_1yr_10m_ms; metocean; m/s,draft;tentative;preliminary;not verified,normalize to m/s,"value in [5, 40]",False,False,True,"check value in [5, 40]; cross-check with MAR-C-001;MAR-C-006"
MAR-021,es,wind direction predominant deg,WS,deg,metocean_study|oceanographic_study|meteorological_data,metocean,wind_direction_predominant_deg,[-+]?\d*\.?\d+,wind_direction_predominant_deg; metocean; deg,draft;tentative;preliminary;not verified,normalize to deg,"value in [0, 360]",False,False,True,"check value in [0, 360]; cross-check with MAR-C-006;MAR-C-026"
MAR-022,es,current speed 50yr ms,CS,m/s,metocean_study|oceanographic_study|meteorological_data,metocean,current_speed_50yr_ms,[-+]?\d*\.?\d+,current_speed_50yr_ms; metocean; m/s,draft;tentative;preliminary;not verified,normalize to m/s,"value in [0.5, 6]",False,False,True,"check value in [0.5, 6]; cross-check with MAR-C-003;MAR-C-004;MAR-C-022;MAR-C-024"
MAR-023,es,current speed mean ms,CS,m/s,metocean_study|oceanographic_study|meteorological_data,metocean,current_speed_mean_ms,[-+]?\d*\.?\d+,current_speed_mean_ms; metocean; m/s,draft;tentative;preliminary;not verified,normalize to m/s,"value in [0.05, 3]",False,False,True,"check value in [0.05, 3]; cross-check with MAR-C-022;MAR-C-024;MAR-C-025"
MAR-024,es,current direction predominant deg,CS,deg,metocean_study|oceanographic_study|meteorological_data,metocean,current_direction_predominant_deg,[-+]?\d*\.?\d+,current_direction_predominant_deg; metocean; deg,draft;tentative;preliminary;not verified,normalize to deg,"value in [0, 360]",False,False,True,"check value in [0, 360]; cross-check with MAR-C-024;MAR-C-025"
MAR-025,es,water density kg m3,rho,kg/m3,metocean_study|oceanographic_study|meteorological_data,metocean,water_density_kg_m3,[-+]?\d*\.?\d+,water_density_kg_m3; metocean; kg/m3,draft;tentative;preliminary;not verified,normalize to kg/m3,"value in [1010, 1030]",False,False,True,"check value in [1010, 1030]; cross-check with MAR-C-003;MAR-C-004;MAR-C-022"
MAR-026,es,seawater temperature surface C,T,degC,metocean_study|oceanographic_study|meteorological_data,metocean,seawater_temperature_surface_C,[-+]?\d*\.?\d+,seawater_temperature_surface_C; metocean; degC,draft;tentative;preliminary;not verified,normalize to degC,"value in [5, 35]",False,False,True,"check value in [5, 35]; cross-check with MAR-C-017;MAR-C-018;MAR-C-020"
MAR-027,es,seawater temperature deep C,T,degC,metocean_study|oceanographic_study|meteorological_data,metocean,seawater_temperature_deep_C,[-+]?\d*\.?\d+,seawater_temperature_deep_C; metocean; degC,draft;tentative;preliminary;not verified,normalize to degC,"value in [2, 10]",False,False,True,"check value in [2, 10]; cross-check with MAR-C-017;MAR-C-018;MAR-C-019;MAR-C-020"
MAR-028,es,seawater salinity PSU,SAL,PSU,metocean_study|oceanographic_study|meteorological_data,metocean,seawater_salinity_PSU,[-+]?\d*\.?\d+,seawater_salinity_PSU; metocean; PSU,draft;tentative;preliminary;not verified,normalize to PSU,"value in [30, 40]",False,False,True,"check value in [30, 40]; cross-check with MAR-C-017;MAR-C-018;MAR-C-020"
MAR-029,es,storm surge 50yr m,,m,metocean_study|oceanographic_study|meteorological_data,metocean,storm_surge_50yr_m,[-+]?\d*\.?\d+,storm_surge_50yr_m; metocean; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0.1, 5]",False,False,True,"check value in [0.1, 5]; cross-check with MAR-C-001;MAR-C-004;MAR-C-006"
MAR-030,es,tidal range spring m,,m,metocean_study|oceanographic_study|meteorological_data,metocean,tidal_range_spring_m,[-+]?\d*\.?\d+,tidal_range_spring_m; metocean; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0.1, 12]",False,False,True,"check value in [0.1, 12]; cross-check with MAR-C-024;MAR-C-025"
MAR-031,es,marine growth thickness mm,,mm,metocean_study|oceanographic_study|meteorological_data,metocean,marine_growth_thickness_mm,[-+]?\d*\.?\d+,marine_growth_thickness_mm; metocean; mm,draft;tentative;preliminary;not verified,normalize to mm,"value in [0, 300]",False,False,True,"check value in [0, 300]; cross-check with MAR-C-003;MAR-C-015"
MAR-032,es,scour depth expected m,,m,metocean_study|oceanographic_study|meteorological_data,metocean,scour_depth_expected_m,[-+]?\d*\.?\d+,scour_depth_expected_m; metocean; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0, 5]",False,False,True,"check value in [0, 5]; cross-check with MAR-C-014"
MAR-033,es,marine growth density kg m3,rho,kg/m3,metocean_study|oceanographic_study|meteorological_data,metocean,marine_growth_density_kg_m3,[-+]?\d*\.?\d+,marine_growth_density_kg_m3; metocean; kg/m3,draft;tentative;preliminary;not verified,normalize to kg/m3,"value in [800, 1400]",False,False,True,"check value in [800, 1400]; cross-check with MAR-C-015"
MAR-034,es,device type,,n/a,device_data_sheet|project_memo,device,device_type,\\b(tidal_stream_turbine_HA|tidal_stream_turbine_VA|WEC_attenuator|WEC_point_absorber|WEC_terminator|WEC_overtopping|OTEC_closed_cycle|OTEC_open_cycle|OTEC_hybrid|current_turbine_HA|current_turbine_VA)\\b,device_type; device; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-021;MAR-C-022;MAR-C-023;MAR-C-026;MAR-C-027"
MAR-035,es,device rated power kW,P,kW,device_data_sheet|project_memo,device,device_rated_power_kW,[-+]?\d*\.?\d+,device_rated_power_kW; device; kW,draft;tentative;preliminary;not verified,normalize to kW,"value in [10, 20000]",False,False,True,"check value in [10, 20000]; cross-check with MAR-C-021;MAR-C-022;MAR-C-025"
MAR-036,es,device count total,,n/a,device_data_sheet|project_memo,device,device_count_total,[-+]?\d*\.?\d+,device_count_total; device; -,draft;tentative;preliminary;not verified,n/a,"value in [1, 500]",False,False,True,"check value in [1, 500]; cross-check with MAR-C-025;MAR-C-028"
MAR-037,es,device spacing multiple diameter,D,n/a,device_data_sheet|project_memo,device,device_spacing_multiple_diameter,[-+]?\d*\.?\d+,device_spacing_multiple_diameter; device; -,draft;tentative;preliminary;not verified,n/a,"value in [5, 15]",False,False,True,"check value in [5, 15]; cross-check with MAR-C-025"
MAR-038,es,IEC TS 62600 class,,n/a,device_data_sheet|project_memo,device,IEC_TS_62600_class,\\b(1|2|3|4)\\b,IEC_TS_62600_class; device; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-001;MAR-C-004;MAR-C-006"
MAR-039,es,tidal turbine rotor diameter m,D,m,device_data_sheet|turbine_data_sheet,tidal turbine,tidal_turbine_rotor_diameter_m,[-+]?\d*\.?\d+,tidal_turbine_rotor_diameter_m; tidal_turbine; m,draft;tentative;preliminary;not verified,normalize to m,"value in [1, 25]",False,False,True,"check value in [1, 25]; cross-check with MAR-C-022;MAR-C-023"
MAR-040,es,tidal turbine axis type,,n/a,device_data_sheet|turbine_data_sheet,tidal turbine,tidal_turbine_axis_type,\\b(horizontal|vertical)\\b,tidal_turbine_axis_type; tidal_turbine; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-022;MAR-C-023"
MAR-041,es,tidal turbine rated speed rpm,,rpm,device_data_sheet|turbine_data_sheet,tidal turbine,tidal_turbine_rated_speed_rpm,[-+]?\d*\.?\d+,tidal_turbine_rated_speed_rpm; tidal_turbine; rpm,draft;tentative;preliminary;not verified,normalize to rpm,"value in [5, 200]",False,False,True,"check value in [5, 200]; cross-check with MAR-C-022;MAR-C-023"
MAR-042,es,tidal turbine efficiency peak pct,eta,%,device_data_sheet|turbine_data_sheet,tidal turbine,tidal_turbine_efficiency_peak_pct,[-+]?\d*\.?\d+,tidal_turbine_efficiency_peak_pct; tidal_turbine; %,draft;tentative;preliminary;not verified,normalize to %,"value in [30, 55]",False,False,True,"check value in [30, 55]; cross-check with MAR-C-022;MAR-C-023"
MAR-043,es,tidal turbine cut in speed ms,,m/s,device_data_sheet|turbine_data_sheet,tidal turbine,tidal_turbine_cut_in_speed_ms,[-+]?\d*\.?\d+,tidal_turbine_cut_in_speed_ms; tidal_turbine; m/s,draft;tentative;preliminary;not verified,normalize to m/s,"value in [0.5, 2]",False,False,True,"check value in [0.5, 2]; cross-check with MAR-C-022;MAR-C-025"
MAR-044,es,WEC subtype,,n/a,device_data_sheet|wec_data_sheet,wec,WEC_subtype,\\b(attenuator|point_absorber|terminator|overtopping)\\b,WEC_subtype; wec; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-021;MAR-C-026;MAR-C-027"
MAR-045,es,WEC capture width ratio,,n/a,device_data_sheet|wec_data_sheet,wec,WEC_capture_width_ratio,[-+]?\d*\.?\d+,WEC_capture_width_ratio; wec; -,draft;tentative;preliminary;not verified,n/a,"value in [0.05, 0.8]",False,False,True,"check value in [0.05, 0.8]; cross-check with MAR-C-021;MAR-C-027"
MAR-046,es,WEC PTO type,,n/a,device_data_sheet|wec_data_sheet,wec,WEC_PTO_type,\\b(linear_generator|hydraulic|mechanical|direct_drive)\\b,WEC_PTO_type; wec; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-021"
MAR-047,es,WEC characteristic length m,L,m,device_data_sheet|wec_data_sheet,wec,WEC_characteristic_length_m,[-+]?\d*\.?\d+,WEC_characteristic_length_m; wec; m,draft;tentative;preliminary;not verified,normalize to m,"value in [1, 200]",False,False,True,"check value in [1, 200]; cross-check with MAR-C-004;MAR-C-026"
MAR-048,es,WEC draught m,,m,device_data_sheet|wec_data_sheet,wec,WEC_draught_m,[-+]?\d*\.?\d+,WEC_draught_m; wec; m,draft;tentative;preliminary;not verified,normalize to m,"value in [1, 30]",False,False,True,"check value in [1, 30]; cross-check with MAR-C-004;MAR-C-006"
MAR-049,es,OTEC cycle type,,n/a,otec_design_memo|process_data_sheet,otec,OTEC_cycle_type,\\b(closed|open|hybrid)\\b,OTEC_cycle_type; otec; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-017;MAR-C-018;MAR-C-019;MAR-C-020"
MAR-050,es,OTEC working fluid,,n/a,otec_design_memo|process_data_sheet,otec,OTEC_working_fluid,\\b(ammonia_NH3|R134a|propylene|flouropropane|water_steam)\\b,OTEC_working_fluid; otec; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-018;MAR-C-019;MAR-C-020"
MAR-051,es,OTEC cold water pipe diameter m,D,m,otec_design_memo|process_data_sheet,otec,OTEC_cold_water_pipe_diameter_m,[-+]?\d*\.?\d+,OTEC_cold_water_pipe_diameter_m; otec; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0.5, 10]",False,False,True,"check value in [0.5, 10]; cross-check with MAR-C-017;MAR-C-020"
MAR-052,es,OTEC cold water intake depth m,,m,otec_design_memo|process_data_sheet,otec,OTEC_cold_water_intake_depth_m,[-+]?\d*\.?\d+,OTEC_cold_water_intake_depth_m; otec; m,draft;tentative;preliminary;not verified,normalize to m,"value in [500, 1500]",False,False,True,"check value in [500, 1500]; cross-check with MAR-C-017;MAR-C-020"
MAR-053,es,OTEC hot water intake depth m,,m,otec_design_memo|process_data_sheet,otec,OTEC_hot_water_intake_depth_m,[-+]?\d*\.?\d+,OTEC_hot_water_intake_depth_m; otec; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0, 50]",False,False,True,"check value in [0, 50]; cross-check with MAR-C-017;MAR-C-020"
MAR-054,es,OTEC cold water flow kg s,,kg/s,otec_design_memo|process_data_sheet,otec,OTEC_cold_water_flow_kg_s,[-+]?\d*\.?\d+,OTEC_cold_water_flow_kg_s; otec; kg/s,draft;tentative;preliminary;not verified,normalize to kg/s,"value in [100, 50000]",False,False,True,"check value in [100, 50000]; cross-check with MAR-C-017;MAR-C-018;MAR-C-020"
MAR-055,es,OTEC hot water flow kg s,,kg/s,otec_design_memo|process_data_sheet,otec,OTEC_hot_water_flow_kg_s,[-+]?\d*\.?\d+,OTEC_hot_water_flow_kg_s; otec; kg/s,draft;tentative;preliminary;not verified,normalize to kg/s,"value in [100, 50000]",False,False,True,"check value in [100, 50000]; cross-check with MAR-C-017;MAR-C-018;MAR-C-020"
MAR-056,es,OTEC working fluid mass flow kg s,,kg/s,otec_design_memo|process_data_sheet,otec,OTEC_working_fluid_mass_flow_kg_s,[-+]?\d*\.?\d+,OTEC_working_fluid_mass_flow_kg_s; otec; kg/s,draft;tentative;preliminary;not verified,normalize to kg/s,"value in [1, 2000]",False,False,True,"check value in [1, 2000]; cross-check with MAR-C-019"
MAR-057,es,Morison Cd,,n/a,load_calculation|structural_design,loads,Morison_Cd,[-+]?\d*\.?\d+,Morison_Cd; loads; -,draft;tentative;preliminary;not verified,n/a,"value in [0.5, 2.5]",False,False,True,"check value in [0.5, 2.5]; cross-check with MAR-C-003;MAR-C-004"
MAR-058,es,Morison Cm,,n/a,load_calculation|structural_design,loads,Morison_Cm,[-+]?\d*\.?\d+,Morison_Cm; loads; -,draft;tentative;preliminary;not verified,n/a,"value in [1.0, 2.5]",False,False,True,"check value in [1.0, 2.5]; cross-check with MAR-C-003;MAR-C-004"
MAR-059,es,diffraction regime,,n/a,load_calculation|structural_design,loads,diffraction_regime,\\b(none|slight|strong)\\b,diffraction_regime; loads; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-004"
MAR-060,es,fatigue S N curve class,,n/a,load_calculation|structural_design,loads,fatigue_S_N_curve_class,\\b(B1|B2|C|D|E|F|W1)\\b,fatigue_S_N_curve_class; loads; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-005;MAR-C-007"
MAR-061,es,extreme load 50yr kN,,kN,load_calculation|structural_design,loads,extreme_load_50yr_kN,[-+]?\d*\.?\d+,extreme_load_50yr_kN; loads; kN,draft;tentative;preliminary;not verified,normalize to kN,"value in [10, 50000]",False,False,True,"check value in [10, 50000]; cross-check with MAR-C-004;MAR-C-006"
MAR-062,es,operational load kN,,kN,load_calculation|structural_design,loads,operational_load_kN,[-+]?\d*\.?\d+,operational_load_kN; loads; kN,draft;tentative;preliminary;not verified,normalize to kN,"value in [5, 10000]",False,False,True,"check value in [5, 10000]; cross-check with MAR-C-004;MAR-C-005"
MAR-063,es,anchor type,,n/a,anchor_design|geotechnical_study,anchor,anchor_type,\\b(drag_embedment|suction_pile|pile|deadweight|seabed_template)\\b,anchor_type; anchor; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-008;MAR-C-009;MAR-C-010"
MAR-064,es,anchor penetration m,,m,anchor_design|geotechnical_study,anchor,anchor_penetration_m,[-+]?\d*\.?\d+,anchor_penetration_m; anchor; m,draft;tentative;preliminary;not verified,normalize to m,"value in [0.5, 30]",False,False,True,"check value in [0.5, 30]; cross-check with MAR-C-008;MAR-C-009;MAR-C-010"
MAR-065,es,anchor holding capacity kN,,kN,anchor_design|geotechnical_study,anchor,anchor_holding_capacity_kN,[-+]?\d*\.?\d+,anchor_holding_capacity_kN; anchor; kN,draft;tentative;preliminary;not verified,normalize to kN,"value in [50, 50000]",False,False,True,"check value in [50, 50000]; cross-check with MAR-C-008;MAR-C-009;MAR-C-010"
MAR-066,es,anchor design load kN,,kN,anchor_design|geotechnical_study,anchor,anchor_design_load_kN,[-+]?\d*\.?\d+,anchor_design_load_kN; anchor; kN,draft;tentative;preliminary;not verified,normalize to kN,"value in [50, 50000]",False,False,True,"check value in [50, 50000]; cross-check with MAR-C-006;MAR-C-008;MAR-C-009;MAR-C-010"
MAR-067,es,anchor safety factor,SF,n/a,anchor_design|geotechnical_study,anchor,anchor_safety_factor,[-+]?\d*\.?\d+,anchor_safety_factor; anchor; -,draft;tentative;preliminary;not verified,n/a,"value in [1.5, 3.0]",False,False,True,"check value in [1.5, 3.0]; cross-check with MAR-C-008;MAR-C-009;MAR-C-010"
MAR-068,es,anchor chain grade,,n/a,anchor_design|geotechnical_study,anchor,anchor_chain_grade,\\b(R3|R3S|R4|R4S|R5)\\b,anchor_chain_grade; anchor; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-006;MAR-C-007"
MAR-069,es,mooring type,,n/a,mooring_design|line_data_sheet,mooring,mooring_type,\\b(taut|catenary|semi_taut|single_point|spread|none)\\b,mooring_type; mooring; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-006;MAR-C-007"
MAR-070,es,mooring line material,,n/a,mooring_design|line_data_sheet,mooring,mooring_line_material,\\b(chain|steel_wire|synthetic_polyester|synthetic_nylon|synthetic_dyneema)\\b,mooring_line_material; mooring; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-006;MAR-C-007"
MAR-071,es,mooring line diameter mm,D,mm,mooring_design|line_data_sheet,mooring,mooring_line_diameter_mm,[-+]?\d*\.?\d+,mooring_line_diameter_mm; mooring; mm,draft;tentative;preliminary;not verified,normalize to mm,"value in [10, 300]",False,False,True,"check value in [10, 300]; cross-check with MAR-C-006;MAR-C-007"
MAR-072,es,mooring line length m,L,m,mooring_design|line_data_sheet,mooring,mooring_line_length_m,[-+]?\d*\.?\d+,mooring_line_length_m; mooring; m,draft;tentative;preliminary;not verified,normalize to m,"value in [10, 2000]",False,False,True,"check value in [10, 2000]; cross-check with MAR-C-006;MAR-C-007"
MAR-073,es,mooring line MBL kN,MBL,kN,mooring_design|line_data_sheet,mooring,mooring_line_MBL_kN,[-+]?\d*\.?\d+,mooring_line_MBL_kN; mooring; kN,draft;tentative;preliminary;not verified,normalize to kN,"value in [100, 30000]",False,False,True,"check value in [100, 30000]; cross-check with MAR-C-006;MAR-C-007"
MAR-074,es,mooring line redundancy count,,n/a,mooring_design|line_data_sheet,mooring,mooring_line_redundancy_count,[-+]?\d*\.?\d+,mooring_line_redundancy_count; mooring; -,draft;tentative;preliminary;not verified,n/a,"value in [1, 12]",False,False,True,"check value in [1, 12]; cross-check with MAR-C-006;MAR-C-007"
MAR-075,es,inter array voltage kV,V,kV,cable_data_sheet|cable_route_design,subsea cable,inter_array_voltage_kV,\\b(11|22|33|66)\\b,inter_array_voltage_kV; subsea_cable; kV,draft;tentative;preliminary;not verified,normalize to kV,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-016;MAR-C-028"
MAR-076,es,export voltage kV,V,kV,cable_data_sheet|cable_route_design,subsea cable,export_voltage_kV,\\b(33|66|132|220|525)\\b,export_voltage_kV; subsea_cable; kV,draft;tentative;preliminary;not verified,normalize to kV,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-016;MAR-C-028"
MAR-077,es,cable type dynamic present,,n/a,cable_data_sheet|cable_route_design,subsea cable,cable_type_dynamic_present,(true|false|yes|no|si|verdadero|falso),cable_type_dynamic_present; subsea_cable; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-011;MAR-C-012"
MAR-078,es,cable type static present,,n/a,cable_data_sheet|cable_route_design,subsea cable,cable_type_static_present,(true|false|yes|no|si|verdadero|falso),cable_type_static_present; subsea_cable; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-011;MAR-C-012"
MAR-079,es,cable cross section mm2,,mm2,cable_data_sheet|cable_route_design,subsea cable,cable_cross_section_mm2,[-+]?\d*\.?\d+,cable_cross_section_mm2; subsea_cable; mm2,draft;tentative;preliminary;not verified,normalize to mm2,"value in [35, 2000]",False,False,True,"check value in [35, 2000]; cross-check with MAR-C-011;MAR-C-016"
MAR-080,es,inter array cable length m,L,m,cable_data_sheet|cable_route_design,subsea cable,inter_array_cable_length_m,[-+]?\d*\.?\d+,inter_array_cable_length_m; subsea_cable; m,draft;tentative;preliminary;not verified,normalize to m,"value in [100, 200000]",False,False,True,"check value in [100, 200000]; cross-check with MAR-C-011;MAR-C-013"
MAR-081,es,export cable length m,L,m,cable_data_sheet|cable_route_design,subsea cable,export_cable_length_m,[-+]?\d*\.?\d+,export_cable_length_m; subsea_cable; m,draft;tentative;preliminary;not verified,normalize to m,"value in [100, 300000]",False,False,True,"check value in [100, 300000]; cross-check with MAR-C-011;MAR-C-013"
MAR-082,es,cable installation method,,n/a,cable_data_sheet|cable_route_design,subsea cable,cable_installation_method,\\b(jet_plow|cutter|trenching|plough|surface_lay|vertical injector)\\b,cable_installation_method; subsea_cable; -,draft;tentative;preliminary;not verified,n/a,"value in [, ]",False,True,True,"check value in [, ]; cross-check with MAR-C-013"
