field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
PVG-050,es,orientación del string,STRING_ORIENTATION,-,design_report,string,ORIENTATION,LANDSCAPE|PORTRAIT,landscape,-,keep enum,"in {LANDSCAPE,PORTRAIT}",False,False,True,
PVG-051,es,clase IP de la caja de string,STRING_BOX_IP,-,string_box_datasheet,protection,IP,IP\d+\d+,IP rating,-,keep code,"X>=5,Y>=4",False,True,True,
PVG-052,es,topología del inversor,INVERTER_TOPOLOGY,-,inverter_datasheet,architecture,TOPOLOGY,STRING_CENTRAL|CENTRAL_DCDC|MICROINVERTER,topology,-,keep enum,in enum,False,True,True,
PVG-053,es,tensión DC máxima del inversor,DC_V_MAX,V,inverter_datasheet,electrical,DC V MAX,(\d+\.?\d*)\s*V,DC max,-,keep V,"in [500,2000]",False,True,True,
PVG-054,es,tensión MPPT mínima del inversor,DC_V_MIN,V,inverter_datasheet,electrical,MPPT MIN,(\d+\.?\d*)\s*V,MPPT min,-,keep V,"in [200,1000]",False,True,True,
PVG-055,es,tensión MPPT máxima del inversor,DC_V_MAX_MPPT,V,inverter_datasheet,electrical,MPPT MAX,(\d+\.?\d*)\s*V,MPPT max,-,keep V,"in [500,1500]",False,True,True,
PVG-056,es,canales MPPT del inversor,MPPT_CHANNELS,-,inverter_datasheet,electrical,MPPT CHANNELS,(\d+)\s*channels,channels,-,parse int,"in [1,12]",False,True,True,
PVG-057,es,corriente DC máxima por MPPT,DC_I_MAX_MPPT,A,inverter_datasheet,electrical,DC I MAX MPPT,(\d+\.?\d*)\s*A,DC current,-,keep A,"in [10,200]",False,True,True,
PVG-058,es,corriente Isc DC máxima,DC_ISC_MAX,A,inverter_datasheet,electrical,DC ISC MAX,(\d+\.?\d*)\s*A,DC Isc,-,keep A,"in [10,400]",False,True,True,
PVG-059,es,potencia AC nominal del inversor,AC_POWER_RATED,kVA,inverter_datasheet,electrical,AC RATED POWER,(\d+\.?\d*)\s*kVA,AC power,-,convert to kVA,"in [3,5000]",False,True,True,
PVG-060,es,corriente AC nominal del inversor,AC_I_RATED,A,inverter_datasheet,electrical,AC RATED CURRENT,(\d+\.?\d*)\s*A,AC current,-,compute S/(sqrt(3)*V),"in [5,8000]",False,True,True,
PVG-061,es,eficiencia máxima del inversor,ETA_MAX,%,inverter_datasheet,performance,MAX EFFICIENCY,(\d+\.?\d*)\s*%,efficiency,-,convert to fraction,"in [90,99.5]",False,True,True,
PVG-062,es,eficiencia Euro del inversor,ETA_EURO,%,inverter_datasheet,performance,EURO EFFICIENCY,(\d+\.?\d*)\s*%,Euro efficiency,-,convert to fraction,"in [88,99]",False,True,True,
PVG-063,es,clipping habilitado en el inversor,CLIPPING_ENABLED,-,inverter_settings,firmware,CLIPPING,true|false,clipping,-,convert to bool,boolean,False,False,True,
PVG-064,es,sección del cable DC de string,DC_CABLE_SECTION,mm2,electrical_design|cable_catalog,cable,DC CABLE SECTION,(\d+\.?\d*)\s*mm2,cross section,-,keep mm2,"in [2.5,10]",False,False,True,
PVG-065,es,longitud del cable DC,DC_CABLE_LENGTH,m,electrical_design,cable,DC CABLE LENGTH,(\d+\.?\d*)\s*m,length,-,keep m,"in [5,500]",False,False,True,
PVG-066,es,tensión de aislamiento del cable DC,DC_CABLE_INSULATION,V,cable_catalog,cable,INSULATION RATING,(\d+)\s*V,insulation,-,keep V,"in [1000,3000]",False,True,True,
PVG-067,es,ampacidad del cable DC,DC_CABLE_AMPACITY,A,cable_catalog|calc,cable,DC AMPACITY,(\d+\.?\d*)\s*A,ampacity,-,keep A,"in [10,100]",False,False,True,
PVG-068,es,caída de tensión DC,DC_V_DROP,%,calc,cable,DC V DROP,(\d+\.?\d*)\s*%,voltage drop,-,convert to fraction,"in [0,3]",False,False,True,
PVG-069,es,sección del cable DC home-run,DC_HOMERUN_SECTION,mm2,electrical_design|cable_catalog,cable,DC HOMERUN SECTION,(\d+\.?\d*)\s*mm2,home-run,-,keep mm2,"in [6,240]",False,False,True,
PVG-070,es,sección del cable AC inversor,AC_CABLE_SECTION,mm2,electrical_design|cable_catalog,cable,AC CABLE SECTION,(\d+\.?\d*)\s*mm2,cross section,-,keep mm2,"in [6,500]",False,False,True,
PVG-071,es,longitud del cable AC,AC_CABLE_LENGTH,m,electrical_design,cable,AC CABLE LENGTH,(\d+\.?\d*)\s*m,length,-,keep m,"in [5,2000]",False,False,True,
PVG-072,es,caída de tensión AC,AC_V_DROP,%,calc,cable,AC V DROP,(\d+\.?\d*)\s*%,voltage drop,-,convert to fraction,"in [0,3]",False,False,True,
PVG-073,es,tensión de colección AC,AC_COLLECTION_V,V,electrical_design,system,AC COLLECTION VOLTAGE,(\d+\.?\d*)\s*V,collection,-,keep V,"in [208,690]",False,False,True,
PVG-074,es,tensión de colección MV,MV_COLLECTION_V,kV,electrical_design,system,MV COLLECTION VOLTAGE,(\d+\.?\d*)\s*kV,collection,-,convert to kV,"in [10,66]",False,False,True,
PVG-075,es,sección del cable MV,MV_CABLE_SECTION,mm2,electrical_design|cable_catalog,cable,MV CABLE SECTION,(\d+\.?\d*)\s*mm2,cross section,-,keep mm2,"in [35,1000]",False,False,True,
PVG-076,es,tipo de aislamiento del cable MV,MV_INSULATION_TYPE,-,cable_catalog,cable,INSULATION TYPE,XLPE|EPR|PVC,insulation,-,keep enum,in enum,False,True,True,
PVG-077,es,tensión LV del transformador,TR_LV,kV,transformer_datasheet,electrical,LV VOLTAGE,(\d+\.?\d*)\s*kV,LV,-,convert to kV,"in [0.208,1]",False,True,True,
PVG-078,es,tensión MV del transformador,TR_MV,kV,transformer_datasheet,electrical,MV VOLTAGE,(\d+\.?\d*)\s*kV,MV,-,convert to kV,"in [10,66]",False,True,True,
PVG-079,es,potencia nominal del transformador,TR_POWER,kVA,transformer_datasheet,electrical,RATED POWER,(\d+\.?\d*)\s*kVA,power,-,keep kVA,"in [30,10000]",False,True,True,
PVG-080,es,impedancia del transformador,TR_Z,%,transformer_datasheet,electrical,IMPEDANCE,(\d+\.?\d*)\s*%,impedance,-,convert to fraction,"in [3,12]",False,True,True,
PVG-081,es,grupo de conexión del transformador,TR_VECTOR,-,transformer_datasheet,electrical,VECTOR GROUP,Dyn\d+|YNd\d+|Yyn\d+|Dd\d+,vector group,-,keep string,valid group,False,True,True,
PVG-082,es,corriente del fusible DC,DC_FUSE,A,protection_design|fuse_catalog,protection,DC FUSE,(\d+\.?\d*)\s*A,fuse,-,keep A,"in [10,40]",False,True,True,
PVG-083,es,corriente del breaker DC,DC_BREAKER,A,protection_design|breaker_catalog,protection,DC BREAKER,(\d+\.?\d*)\s*A,breaker,-,keep A,"in [10,200]",False,True,True,
PVG-084,es,tipo de SPD DC,DC_SPD,-,protection_design|spd_catalog,protection,SPD TYPE,TYPE\d+_?\d?,SPD class,-,keep enum,in enum,False,True,True,
PVG-085,es,corriente del breaker AC,AC_BREAKER,A,protection_design|breaker_catalog,protection,AC BREAKER,(\d+\.?\d*)\s*A,breaker,-,keep A,"in [40,6300]",False,True,True,
PVG-086,es,tipo de SPD AC,AC_SPD,-,protection_design|spd_catalog,protection,SPD TYPE,TYPE\d+_?\d?,SPD class,-,keep enum,in enum,False,True,True,
PVG-087,es,esquema de relés AC,AC_RELAY_SCHEME,-,protection_design,protection,RELAY SCHEME,"(?:ANSI\s*)?(\d{1,2}[A-Z]?\s*(?:/\d{1,2}[A-Z]?)*)",ANSI codes,-,parse array,valid codes,False,False,True,
PVG-088,es,esquema anti-isla,ANTI_ISLANDING_SCHEME,-,protection_design,protection,ANTI-ISLANDING,PASSIVE_ROCOF|PASSIVE_VECTOR_SHIFT|ACTIVE_FREQUENCY_SHIFT,rocof|vector shift|frequency shift,-,keep enum,in enum,False,False,True,
PVG-089,es,clase de pararrayos,LIGHTNING_CLASS,-,lightning_protection_design,protection,LIGHTNING CLASS,NFPA_780_CLASS_[I-IV],NFPA class,-,keep enum,in enum,False,False,True,
PVG-090,es,resistencia de malla de tierra,GRID_R,ohm,grounding_study,grounding,GRID RESISTANCE,(\d+\.?\d*)\s*ohm,grid R,-,keep ohm,"in [0.1,20]",False,False,True,
PVG-091,es,sección del conductor de tierra,GROUND_CONDUCTOR,mm2,grounding_design,grounding,CONDUCTOR SECTION,(\d+\.?\d*)\s*mm2,conductor,-,keep mm2,"in [16,185]",False,False,True,
PVG-092,es,tensión de paso límite,STEP_V_LIMIT,V,grounding_study,grounding,STEP VOLTAGE LIMIT,(\d+\.?\d*)\s*V,limit,-,keep V,"in [50,2000]",False,False,True,
PVG-093,es,tensión de contacto límite,TOUCH_V_LIMIT,V,grounding_study,grounding,TOUCH VOLTAGE LIMIT,(\d+\.?\d*)\s*V,limit,-,keep V,"in [50,2000]",False,False,True,
PVG-094,es,tipo de electrodo de tierra,GROUND_ELECTRODE,-,grounding_design,grounding,ELECTRODE TYPE,COPPER_RING|ROD_COPPER_CLAD|GRID_COPPER|CHEMICAL_GROUND,electrode type,-,keep enum,in enum,False,False,True,
PVG-095,es,tipo de estructura,STRUCTURE_TYPE,-,design_report,mechanical,STRUCTURE TYPE,FIXED_TILT|SINGLE_AXIS_TRACKER|DUAL_AXIS_TRACKER|CARPORT,fixed|tracker|carport,-,keep enum,in enum,False,False,True,
PVG-096,es,ángulo de inclinación fija,TILT,deg,design_report,mechanical,TILT,tilt\s*=\s*(\d+\.?\d*),tilt,-,keep deg,"in [0,45]",False,False,True,
PVG-097,es,azimut de la estructura,AZIMUTH,deg,design_report,mechanical,AZIMUTH,azimuth\s*=\s*(\d+\.?\d*),azimuth,-,keep deg,"in [0,359]",False,False,True,
PVG-098,es,distancia libre al suelo,GROUND_CLEARANCE,mm,design_report,mechanical,CLEARANCE,(\d+\.?\d*)\s*mm,clearance,-,keep mm,"in [200,2000]",False,False,True,
PVG-099,es,sección del posting,POSTING_SECTION,-,structure_detail,mechanical,POSTING,JSON,posting section,-,parse JSON,valid section,False,False,True,
PVG-100,es,sección de los girts,GIRT_SECTION,-,structure_detail,mechanical,GIRT,JSON,girt section,-,parse JSON,valid section,False,False,True,
PVG-101,es,rango de rotación del tracker,ROTATION_RANGE,deg,tracker_datasheet,mechanical,ROTATION RANGE,"\[?(-?\d+\.?\d*)\s*,\s*(-?\d+\.?\d*)\]?",rotation,-,parse array,"in [-90,90]",False,True,True,
PVG-102,es,backtracking habilitado,BACKTRACKING,-,design_report|scada,tracker,BACKTRACKING,true|false,backtracking,-,convert to bool,boolean,False,False,True,
PVG-103,es,tipo de drive del tracker,DRIVE_TYPE,-,tracker_datasheet,mechanical,DRIVE TYPE,SINGLE_LINKAGE|MULTI_TORQUE_TUBE|INDEPENDENT_ROW,drive,-,keep enum,in enum,False,True,True,
PVG-104,es,velocidad de stow del tracker,STOW_WIND,m/s,tracker_datasheet,mechanical,STOW WIND,(\d+\.?\d*)\s*m/s,stow,-,keep m/s,"in [15,40]",False,True,True,
PVG-105,es,tipo de cimentación,FOUNDATION_TYPE,-,foundation_design,civil,FOUNDATION TYPE,H_PILE_DRIVEN|GROUND_SCREW|HELICAL_PIER|GRADE_BEAM|BALLAST|MICRO_PILE|DRILLED_SHAFT,foundation type,-,keep enum,in enum,False,False,True,
PVG-106,es,profundidad de cimentación,FOUNDATION_DEPTH,m,foundation_design,civil,DEPTH,(\d+\.?\d*)\s*m,depth,-,keep m,"in [0.5,5]",False,False,True,
PVG-107,es,sección del elemento de cimentación,FOUNDATION_SECTION,-,foundation_detail,civil,SECTION,JSON,foundation section,-,parse JSON,valid section,False,False,True,
PVG-108,es,protección contra corrosión,CORR_PROTECTION,-,foundation_design,civil,CORROSION PROTECTION,HOT_DIP_GALVANIZED|ZINC_SPRAY|PAINTED|CATHODIC_PROTECTION,protection type,-,keep enum,in enum,False,False,True,
PVG-109,es,número de bloques de lastre,BALLAST_COUNT,-,foundation_design,civil,BLOCK COUNT,(\d+)\s*blocks,ballast count,-,parse int,"in [1,20]",False,False,True,
PVG-110,es,ancho de la zanja,TRENCH_WIDTH,mm,trench_design,civil,TRENCH WIDTH,(\d+\.?\d*)\s*mm,width,-,keep mm,"in [200,1500]",False,False,True,
PVG-111,es,profundidad de la zanja,TRENCH_DEPTH,mm,trench_design,civil,TRENCH DEPTH,(\d+\.?\d*)\s*mm,depth,-,keep mm,"in [400,2000]",False,False,True,
PVG-112,es,tipo de conduit,CONDUIT_TYPE,-,conduit_design,civil|electrical,CONDUIT TYPE,PVC_SCH40|PVC_SCH80|HDPE|RIG_GALV|RMC,conduit type,-,keep enum,in enum,False,False,True,
PVG-113,es,porcentaje de llenado de conduit,CONDUIT_FILL,%,calc,conduit,CONDUIT FILL,(\d+\.?\d*)\s*%,fill,-,convert to fraction,"in [0,40]",False,False,True,
PVG-114,es,distancia entre filas,ROW_SPACING,m,design_report,civil,ROW SPACING,(\d+\.?\d*)\s*m,spacing,-,keep m,"in [1,20]",False,False,True,
PVG-115,es,espaciamiento Este-Oeste de módulos,MODULE_SPACING_EW,mm,design_report,mechanical,MODULE SPACING,(\d+\.?\d*)\s*mm,spacing,-,keep mm,"in [0,200]",False,False,True,
PVG-116,es,producción anual,ANNUAL_YIELD,MWh,yield_report,production,ANNUAL YIELD,(\d+\.?\d*)\s*MWh,annual energy,-,keep MWh,"in [10,2e6]",False,False,True,
PVG-117,es,rendimiento específico,SPECIFIC_YIELD,kWh/kWp,yield_report,production,SPECIFIC YIELD,(\d+\.?\d*)\s*kWh/kWp,specific,-,keep kWh/kWp,"in [800,2500]",False,False,True,
PVG-118,es,performance ratio,PR,%,yield_report,production,PR,(\d+\.?\d*)\s*%,PR,-,convert to fraction,"in [60,90]",False,False,True,
PVG-119,es,DC/AC ratio,DC_AC_RATIO,-,design_report|calc,system,DC/AC RATIO,(\d+\.?\d*),ratio,-,keep ratio,"in [0.8,1.5]",False,False,True,
PVG-120,es,disponibilidad objetivo,AVAIL_TARGET,%,ppa,contract,AVAILABILITY,(\d+\.?\d*)\s*%,availability,-,convert to fraction,"in [95,99.9]",False,False,False,
PVG-121,es,pérdida LID,LID_LOSS,%,module_datasheet|lid_report,performance,LID,(\d+\.?\d*)\s*%,LID,-,convert to fraction,"in [0,3]",False,True,True,
PVG-122,es,clase de gateway SCADA,SCADA_GATEWAY,-,control_design,scada,GATEWAY TYPE,SCADA_RTU|SCADA_PLC|SCADA_IOT_EDGE|SCADA_DNP3|SCADA_IEC_61850,gateway,-,keep enum,in enum,False,False,True,
PVG-123,es,cantidad de combiner boxes inteligentes,ICB_COUNT,-,design_report|calc,bop,ICB COUNT,(\d+)\s*boxes,count,-,parse int,"in [0,200]",False,False,True,
PVG-124,es,sistema de detección de incendios requerido,FIRE_DETECTION_REQ,-,safety_design,bop|safety,FIRE DETECTION,true|false,required,not required,convert to bool,boolean,False,False,False,
PVG-125,es,detección de arco DC requerida,DC_ARC_REQ,-,protection_design,safety|protection,DC ARC DETECTION,true|false,required,not required,convert to bool,boolean,False,False,False,
PVG-126,es,rápido apagado DC requerido,RAPID_SHUTDOWN_REQ,-,protection_design,safety|protection,RAPID SHUTDOWN,true|false,required,not required,convert to bool,boolean,False,False,False,
PVG-127,es,protección anti-PID requerida,PID_REQ,-,design_report,protection,PID PROTECTION,true|false,required,not required,convert to bool,boolean,False,False,False,
