"field_id","category","name_es","description","data_type","unit","allowed_values","min_value","max_value","precision","requirement_class","required_from_stage","conditional_expression","prohibited_default","expected_source_document","extraction_hints","used_by_calculation_ids","used_by_drawing_ids","blocking_if_missing","review_role","source_ids"
"MG-011","resource","Irradiancia global horizontal (GHI)","Irradiancia global horizontal promedio anual del sitio en kWh/m2/dia.","float","kWh/m2/day","[1,8]","1.0","8.0","2","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de recurso solar (NASA POWER / DNV)","Numero + kWh/m2/dia","MG-C-004|MG-C-007","MG-DRW-005","True","PROCESS_ENGINEER","NASA_POWER|DNV_RP_C205|DNV_RP_0585"
"MG-012","resource","Velocidad media de viento a altura de buje","Velocidad media anual del viento a altura de buje en m/s.","float","m/s","[2,12]","2.0","12.0","2","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'WIND'","True","Estudio de recurso eolico","Numero + m/s","MG-C-004|MG-C-007","MG-DRW-007","True","PROCESS_ENGINEER","NASA_POWER|DNV_RP_C205|IEC_61400_1|IEC_61400_15_1"
"MG-013","resource","Caudal aprovechable hidro","Caudal de diseno aprovechable en m3/s (probabilidad Q95).","float","m3/s","[0.01,500]","0.01","500.0","3","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'HYDRO'","True","Estudio hidrologico / ICOLD","Numero + m3/s","MG-C-004|MG-C-007","MG-DRW-008","True","PROCESS_ENGINEER","ICOLD_Bull_120|ISO_14685|IEC_60041|DNV_RP_0585"
"MG-014","resource","Salto neto hidro","Salto neto aprovechable en m.","float","m","[2,1500]","2.0","1500.0","2","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'HYDRO'","True","Estudio hidrologico","Numero + m","MG-C-004|MG-C-007","MG-DRW-008","True","PROCESS_ENGINEER","ICOLD_Bull_120|IEC_60041|DNV_RP_0585"
"MG-015","resource","Disponibilidad de biomasa","Cantidad de biomasa disponible en t/dia (materia seca).","float","t/day","[1,2000]","1.0","2000.0","1","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'BIOMASS'","True","Estudio de biomasa / contrato de suministro","Numero + t/dia","MG-C-004|MG-C-007","MG-DRW-009","True","PROCESS_ENGINEER","ISO_22790|MINAM_DS_019_2009|DNV_RP_0585"
"MG-016","resource","Poder calorifico inferior (PCI) biomasa","PCI de la biomasa en MJ/kg.","float","MJ/kg","[5,25]","5.0","25.0","2","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'BIOMASS'","True","Analisis de laboratorio / NIST WebBook","Numero + MJ/kg","MG-C-004|MG-C-007","MG-DRW-009","True","PROCESS_ENGINEER","NIST_WEBBOOK|ISO_22790|DNV_RP_0585"
"MG-017","resource","Produccion de biogas","Produccion de biogas en m3/h (CH4 55-65%).","float","m3/h","[1,5000]","1.0","5000.0","1","PROJECT_MANDATORY","FEASIBILITY","MG-018 == 'BIOGAS'","True","Estudio de biogas","Numero + m3/h","MG-C-004|MG-C-007","MG-DRW-009","True","PROCESS_ENGINEER","ISO_22790|IAPWS_IF97|DNV_RP_0585"
"MG-018","resource","Recursos renovables presentes","Lista de recursos presentes (lista separada por comas).","string","-","PV|WIND|HYDRO|BIOMASS|BIOGAS|GEOTHERMAL","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de recursos","Lista csv","MG-C-007|MG-C-010","MG-DRW-003","True","PROJECT_MANAGER","NASA_POWER|DNV_RP_C205|DNV_RP_0585"
"MG-019","resource","Recurso geotermico disponible (MWt)","Recurso geotermico termico disponible en MWt.","float","MWt","[0.5,500]","0.5","500.0","2","PROJECT_MANDATORY","FEASIBILITY","MG-018 INCLUDES 'GEOTHERMAL'","True","Estudio geotermico / IGA","Numero + MWt","MG-C-004|MG-C-007","MG-DRW-009","True","PROCESS_ENGINEER","IGA_BestPractices|ASME_B31_1_2022|DNV_RP_0585"
"MG-020","resource","Temperatura pozo geotermico","Temperatura del pozo geotermico en degC.","float","degC","[60,350]","60.0","350.0","1","PROJECT_MANDATORY","FEASIBILITY","MG-018 INCLUDES 'GEOTHERMAL'","True","Estudio geotermico","Numero + degC","MG-C-004|MG-C-007","MG-DRW-009","True","PROCESS_ENGINEER","IGA_BestPractices|IAPWS_IF97|NIST_WEBBOOK|DNV_RP_0585"
"MG-021","resource","Cobertura de nieve / dust factor","Factor de degradacion por nieve o polvo (0-1).","float","-","[0,1]","0.0","1.0","2","TECHNOLOGY_OPTIONAL","BASIC_DESIGN","","False","Estudio de recurso / NASA POWER","Decimal 0-1","MG-C-004|MG-C-007","MG-DRW-005","False","PROCESS_ENGINEER","NASA_POWER|DNV_RP_C205"
"MG-022","resource","Humedad relativa ambiente maxima","Humedad relativa ambiente maxima de diseno en %.","float","%","[10,100]","10.0","100.0","0","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Estudio meteorologico","Numero + % RH","MG-C-033|MG-C-008","MG-DRW-011|MG-DRW-003","True","PROCESS_ENGINEER","DNV_RP_C205|NASA_POWER"
"MG-023","demand","Demanda pico activa (kW)","Demanda activa pico medida en kW.","float","kW","[1,100000]","1.0","100000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda / SCADA","Numero + kW","MG-C-001|MG-C-002|MG-C-013","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_1547_2018|COES_NCO_2019|DNV_RP_0585"
"MG-024","demand","Demanda base activa (kW)","Demanda activa base (minima sostenida) en kW.","float","kW","[1,100000]","1.0","100000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + kW","MG-C-002|MG-C-003|MG-C-013","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_1547_2018|DNV_RP_0585"
"MG-025","demand","Factor de carga","Factor de carga = E_promedio / E_pico (0-1).","float","-","[0,1]","0.0","1.0","3","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Decimal 0-1","MG-C-003","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_1547_2018|IEEE_1547_1|IEEE_1547_4|IEEE_519_2022|IEEE_80_2013|IEEE_142|IEEE_2030_2|IEEE_C2_2023|IEEE_835|NFPA_70_2023|NFPA_855_2023|NFPA_780_2023|NFPA_13_2022|NFPA_15_2022|NFPA_20_2022|NFPA_30_2024|DNV_RP_0585"
"MG-026","demand","Energia diaria (kWh/dia)","Consumo de energia activa diaria en kWh/dia.","float","kWh/day","[1,1000000]","1.0","1000000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + kWh/dia","MG-C-004|MG-C-005|MG-C-006","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-027","demand","Energia mensual (kWh/mes)","Consumo de energia activa mensual en kWh/mes.","float","kWh/month","[1,30000000]","1.0","30000000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + kWh/mes","MG-C-006","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-028","demand","Energia anual (kWh/ano)","Consumo de energia activa anual en kWh/ano.","float","kWh/year","[1,400000000]","1.0","400000000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + kWh/ano","MG-C-006|MG-C-007","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-029","demand","Carga critica (kW)","Demanda de carga critica (interrumpible cero) en kW.","float","kW","[0,100000]","0.0","100000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Estudio de criticidad de carga","Numero + kW","MG-C-013|MG-C-008","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_1547_4|IEEE_1547_2018|DNV_RP_0585"
"MG-030","demand","Carga controlable (kW)","Demanda controlable / despachable en kW (cargas interrumpibles).","float","kW","[0,100000]","0.0","100000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Estudio de demanda / DR","Numero + kW","MG-C-013|MG-C-010","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|DNV_RP_0585"
"MG-031","demand","Objetivo de peak shaving (kW)","Pico objetivo a rasurar (peak shaving target) en kW.","float","kW","[1,100000]","1.0","100000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria EMS / contrato de servicios","Numero + kW","MG-C-013|MG-C-010","MG-DRW-015|MG-DRW-016","True","EMS_ENGINEER","IEEE_2030_2|COES_NCO_2019|DNV_RP_0585"
"MG-032","demand","Perfil diario 24h","Perfil de demanda activa 24h (array 24 valores en kW).","string","-","array[24]","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda / SCADA","Array de 24 valores","MG-C-001|MG-C-002|MG-C-003|MG-C-004","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-033","demand","Perfil semanal 168h","Perfil de demanda activa 168h (array de 168 valores en kW).","string","-","array[168]","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Array de 168 valores","MG-C-005","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-034","demand","Perfil mensual 12 meses","Perfil de demanda activa mensual (12 valores en kWh).","string","-","array[12]","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Array de 12 valores","MG-C-006","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-035","demand","Variacion estacional (%)","Variacion estacional maxima respecto al promedio en %.","float","%","[0,200]","0.0","200.0","1","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Estudio de demanda","Numero + %","MG-C-006|MG-C-007","MG-DRW-003|MG-DRW-016","True","PROCESS_ENGINEER","IEEE_1547_2018|IEEE_1547_1|IEEE_1547_4|IEEE_519_2022|IEEE_80_2013|IEEE_142|IEEE_2030_2|IEEE_C2_2023|IEEE_835|NFPA_70_2023|NFPA_855_2023|NFPA_780_2023|NFPA_13_2022|NFPA_15_2022|NFPA_20_2022|NFPA_30_2024|DNV_RP_0585"
"MG-036","demand","Factor de simultaneidad","Factor de simultaneidad de la demanda (0-1).","float","-","[0.1,1]","0.1","1.0","3","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Estudio de demanda","Decimal 0-1","MG-C-001|MG-C-013","MG-DRW-003","True","PROCESS_ENGINEER","IEEE_1547_2018|IEEE_1547_1|IEEE_1547_4|IEEE_519_2022|IEEE_80_2013|IEEE_142|IEEE_2030_2|IEEE_C2_2023|IEEE_835|NFPA_70_2023|NFPA_855_2023|NFPA_780_2023|NFPA_13_2022|NFPA_15_2022|NFPA_20_2022|NFPA_30_2024|DNV_RP_0585"
"MG-037","demand","Crecimiento anual de demanda (%)","Tasa de crecimiento anual de la demanda en %.","float","%/year","[0,30]","0.0","30.0","2","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de mercado / contrato","Numero + %/ano","MG-C-006|MG-C-007","MG-DRW-003","True","PROJECT_MANAGER","COES_NCO_2019|MINEM_DS_013_2019|DNV_RP_0585"
"MG-038","demand","Factor de potencia promedio","Factor de potencia promedio de la demanda.","float","-","[0.5,1]","0.5","1.0","3","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Decimal 0-1","MG-C-033|MG-C-034","MG-DRW-003","True","PROCESS_ENGINEER","IEEE_519_2022|IEEE_1547_2018|DNV_RP_0585"
"MG-039","demand","Demanda reactiva pico (kvar)","Demanda reactiva pico en kvar.","float","kvar","[0,50000]","0.0","50000.0","1","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + kvar","MG-C-033|MG-C-034","MG-DRW-003","True","PROCESS_ENGINEER","IEEE_519_2022|IEEE_1547_2018|UL_1741|DNV_RP_0585"
"MG-040","demand","Duracion del pico (h)","Duracion del pico de demanda en horas.","float","h","[0.5,24]","0.5","24.0","2","PROJECT_MANDATORY","FEASIBILITY","","True","Estudio de demanda","Numero + h","MG-C-013|MG-C-012","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_2018|IEEE_1547_1|IEEE_1547_4|IEEE_519_2022|IEEE_80_2013|IEEE_142|IEEE_2030_2|IEEE_C2_2023|IEEE_835|NFPA_70_2023|NFPA_855_2023|NFPA_780_2023|NFPA_13_2022|NFPA_15_2022|NFPA_20_2022|NFPA_30_2024|DNV_RP_0585"
"MG-041","dispatch","Sistema de gestion de energia (EMS)","Indica la presencia de EMS para despacho economico.","enum","-","YES|NO","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Memoria EMS","YES/NO","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|DNV_RP_0585"
"MG-042","dispatch","Objetivo de optimizacion EMS","Funcion objetivo del despacho: costo, CO2, confiabilidad, mixto.","enum","-","COST|CO2|RELIABILITY|MIXED","","0","0","PROJECT_MANDATORY","FEASIBILITY","MG-041 == 'YES'","True","Memoria EMS","Texto del objetivo","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|DNV_RP_0585"
"MG-043","dispatch","Orden de prioridad de despacho","Orden de prioridad: RE first, storage, grid, diesel.","string","-","RE>BESS>GRID>DIESEL|RE>GRID>BESS>DIESEL","0","0","0","PROHIBITED_TO_ASSUME","BASIC_DESIGN","MG-041 == 'YES'","True","Memoria EMS","Lista ordenada","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_1547_4|IEEE_2030_2|DNV_RP_0585"
"MG-044","dispatch","Ramp rate EMS (%MW/min)","Tasa de variacion maxima de despacho en %MW/min.","float","%/min","[0.1,100]","0.1","100.0","2","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria EMS / COES NCO","Numero + %/min","MG-C-010|MG-C-013","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","COES_NCO_2019|IEEE_1547_2018|DNV_RP_0585"
"MG-045","dispatch","Tiempo de respuesta EMS (ms)","Tiempo de respuesta del EMS en ms.","float","ms","[10,5000]","10.0","5000.0","0","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Datasheet EMS","Numero + ms","MG-C-010|MG-C-015","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-046","dispatch","Horizonte de forecast (h)","Horizonte de pronostico de generacion y demanda en horas.","float","h","[1,168]","1.0","168.0","1","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Memoria EMS","Numero + h","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-047","dispatch","Resolucion de despacho (min)","Resolucion temporal del despacho en minutos.","float","min","[1,60]","1.0","60.0","0","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Datasheet EMS","Numero + min","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-048","dispatch","Funciones del EMS","Funciones del EMS: monitoring, control, dispatch, optimization, forecasting.","string","-","csv list","","0","0","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Datasheet EMS","Lista csv","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-049","dispatch","Forecast de generacion PV/wind (h)","Horizonte de forecast PV/wind en horas.","float","h","[1,72]","1.0","72.0","1","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Memoria EMS","Numero + h","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-050","dispatch","Forecast de demanda (h)","Horizonte de forecast de demanda en horas.","float","h","[1,168]","1.0","168.0","1","TECHNOLOGY_MANDATORY","PRELIMINARY","","True","Memoria EMS","Numero + h","MG-C-010|MG-C-011","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","IEEE_2030_2|IEEE_1547_2018|IEC_61400_25|IEC_61508_1|IEC_62368_1|DNV_RP_0585"
"MG-051","dispatch","Reserva rodante objetivo (kW)","Reserva rodante (spinning reserve) objetivo en kW.","float","kW","[0,50000]","0.0","50000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria EMS / COES NCO","Numero + kW","MG-C-014|MG-C-015|MG-C-010","MG-DRW-010|MG-DRW-015","True","EMS_ENGINEER","COES_NCO_2019|IEEE_1547_4|DNV_RP_0585"
"MG-052","dispatch","Reserva de storage (kWh)","Reserva de almacenamiento para reserva rodante en kWh.","float","kWh","[0,1000000]","0.0","1000000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria EMS","Numero + kWh","MG-C-008|MG-C-009|MG-C-010","MG-DRW-006|MG-DRW-015","True","EMS_ENGINEER","IEC_62933_2_1|IEEE_2030_2|DNV_RP_0585"
"MG-053","reliability","SAIDI objetivo (min/cliente/ano)","Indice SAIDI (System Average Interruption Duration Index) objetivo.","float","min/customer/year","[0,2000]","0.0","2000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria de confiabilidad","Numero + min/cliente/ano","MG-C-026","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|COES_NCO_2019|OSINERGMIN_PR_27|DNV_RP_0585"
"MG-054","reliability","SAIFI objetivo (1/cliente/ano)","Indice SAIFI (System Average Interruption Frequency Index) objetivo.","float","1/customer/year","[0,50]","0.0","50.0","2","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria de confiabilidad","Numero + 1/cliente/ano","MG-C-027","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|COES_NCO_2019|OSINERGMIN_PR_27|DNV_RP_0585"
"MG-055","reliability","CAIDI objetivo (min/interrupcion)","Indice CAIDI (Customer Average Interruption Duration Index) objetivo.","float","min/interruption","[0,500]","0.0","500.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria de confiabilidad","Numero + min/interrupcion","MG-C-028","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|COES_NCO_2019|OSINERGMIN_PR_27|DNV_RP_0585"
"MG-056","reliability","LOLP objetivo","Loss of Load Probability objetivo (0-1).","float","-","[0,1]","0.0","1.0","4","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria de confiabilidad","Decimal 0-1","MG-C-029","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|DNV_RP_0585|COES_NCO_2019"
"MG-057","reliability","EENS objetivo (kWh/ano)","Expected Energy Not Served objetivo en kWh/ano.","float","kWh/year","[0,1000000]","0.0","1000000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Memoria de confiabilidad","Numero + kWh/ano","MG-C-030","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|COES_NCO_2019|DNV_RP_0585"
"MG-058","reliability","Tasa de fallo de generadores (1/h)","Tasa de fallo media de generadores en 1/h (MTTF^-1).","float","1/h","[0,0.01]","0.0","0.01","6","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Estudio de confiabilidad / datasheet","Decimal 1/h","MG-C-029|MG-C-030","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|DNV_RP_0585|IEC_62256"
"MG-059","reliability","Tiempo medio de reparacion (h)","Mean Time To Repair (MTTR) en horas.","float","h","[0.5,720]","0.5","720.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","","True","Estudio de confiabilidad","Numero + h","MG-C-029|MG-C-030","MG-DRW-003|MG-DRW-015","True","PROCESS_ENGINEER","IEEE_1547_4|DNV_RP_0585"
"MG-060","island","Islanding intencional habilitado","Indica si la microrred opera en modo isla intencional.","enum","-","YES|NO","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Memoria descriptiva","YES/NO","MG-C-022|MG-C-024","MG-DRW-003|MG-DRW-004|MG-DRW-010","True","PROJECT_MANAGER","IEEE_1547_4|IEEE_1547_2018|DNV_RP_0585"
"MG-061","island","Tiempo de transicion isla (s)","Tiempo de transicion grid-isla en segundos (seamless < 100 ms).","float","s","[0.01,60]","0.01","60.0","3","PROHIBITED_TO_ASSUME","BASIC_DESIGN","MG-060 == 'YES'","True","Memoria EMS / datasheet","Numero + s","MG-C-022|MG-C-019","MG-DRW-004|MG-DRW-010","True","EMS_ENGINEER","IEEE_1547_4|IEEE_1547_2018|UL_1741|DNV_RP_0585"
"MG-062","island","Transicion seamless","Indica si la transicion grid-isla es seamless (< 100 ms).","enum","-","YES|NO","","0","0","PROHIBITED_TO_ASSUME","BASIC_DESIGN","MG-060 == 'YES'","True","Datasheet PCS / memoria","YES/NO","MG-C-022|MG-C-019","MG-DRW-004|MG-DRW-010","True","EMS_ENGINEER","IEEE_1547_4|UL_1741|IEEE_1547_2018|DNV_RP_0585"
"MG-063","island","Carga en isla (kW)","Carga a alimentar en modo isla en kW.","float","kW","[0,50000]","0.0","50000.0","1","PROHIBITED_TO_ASSUME","BASIC_DESIGN","MG-060 == 'YES'","True","Memoria de operacion isla","Numero + kW","MG-C-008|MG-C-009|MG-C-022","MG-DRW-003|MG-DRW-004","True","PROCESS_ENGINEER","IEEE_1547_4|IEEE_1547_2018|DNV_RP_0585"
"MG-064","blackstart","Capacidad de black start","Indica si la microrred puede realizar black start.","enum","-","YES|NO","","0","0","PROJECT_MANDATORY","FEASIBILITY","","True","Memoria / contrato","YES/NO","MG-C-026|MG-C-015","MG-DRW-003|MG-DRW-010|MG-DRW-015","True","PROJECT_MANAGER","IEEE_1547_4|IEEE_1547_2018|COES_NCO_2019|DNV_RP_0585"
