field_id,language,synonyms,abbreviations,expected_units,document_types,section_names,table_header_patterns,regex_candidates,positive_context,negative_context,normalization_rule,plausibility_rule,requires_ocr,requires_vision,requires_llm,human_review_condition
GEO-011,es,reservorio|yacimiento|formation,TRES|PRES|DEPTH,mD,reservoir_report|well_log,reservoir_data|formation_evaluation,TRES;PRES;DEPTH,T_res\s*=\s*(\d+\.?\d*)|P_res\s*=\s*(\d+\.?\d*)|depth\s*=\s*(\d+\.?\d*),reservoir|formation|bottom hole,surface temperature,convert to degC/bar,in reservoir range,False,False,True,if outside geothermal range
GEO-012,es,reservorio|yacimiento|formation,TRES|PRES|DEPTH,-,reservoir_report|well_log,reservoir_data|formation_evaluation,TRES;PRES;DEPTH,T_res\s*=\s*(\d+\.?\d*)|P_res\s*=\s*(\d+\.?\d*)|depth\s*=\s*(\d+\.?\d*),reservoir|formation|bottom hole,surface temperature,convert to degC/bar,in reservoir range,False,False,True,if outside geothermal range
GEO-013,es,reservorio|yacimiento|formation,TRES|PRES|DEPTH,-,reservoir_report|well_log,reservoir_data|formation_evaluation,TRES;PRES;DEPTH,T_res\s*=\s*(\d+\.?\d*)|P_res\s*=\s*(\d+\.?\d*)|depth\s*=\s*(\d+\.?\d*),reservoir|formation|bottom hole,surface temperature,convert to degC/bar,in reservoir range,False,False,True,if outside geothermal range
GEO-014,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-015,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-016,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-017,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-018,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-019,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-020,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-021,es,quimica|iones|agua,Na|K|Ca|Mg|Cl|HCO3|SO4|SiO2|TDS|pH,mg/L,chemistry_lab_report|fluid_analysis,ionic_composition|water_chemistry,Na;K;Ca;Mg;Cl;HCO3;SO4;SiO2;TDS;pH,Na\s*=\s*(\d+\.?\d*)|K\s*=\s*(\d+\.?\d*)|Ca\s*=\s*(\d+\.?\d*)|Cl\s*=\s*(\d+\.?\d*),mg/L|ppm|ions|fluid,ppm (gas),convert ppm to mg/L,in geothermal fluid range,False,False,True,if TDS mismatch
GEO-022,es,ncg|gas|no_condensable,CO2|H2S|NH3|CH4|NCG,-,gas_analysis|ncg_report,gas_composition|ncg_fraction,CO2;H2S;NH3;CH4;NCG,CO2\s*=\s*(\d+\.?\d*)|H2S\s*=\s*(\d+\.?\d*)|CH4\s*=\s*(\d+\.?\d*),non condensable|gas fraction,condensable|water,convert mol% to mass fraction,sum <= 0.30,False,False,True,if sum > 0.30
GEO-023,es,ncg|gas|no_condensable,CO2|H2S|NH3|CH4|NCG,-,gas_analysis|ncg_report,gas_composition|ncg_fraction,CO2;H2S;NH3;CH4;NCG,CO2\s*=\s*(\d+\.?\d*)|H2S\s*=\s*(\d+\.?\d*)|CH4\s*=\s*(\d+\.?\d*),non condensable|gas fraction,condensable|water,convert mol% to mass fraction,sum <= 0.30,False,False,True,if sum > 0.30
GEO-024,es,ncg|gas|no_condensable,CO2|H2S|NH3|CH4|NCG,-,gas_analysis|ncg_report,gas_composition|ncg_fraction,CO2;H2S;NH3;CH4;NCG,CO2\s*=\s*(\d+\.?\d*)|H2S\s*=\s*(\d+\.?\d*)|CH4\s*=\s*(\d+\.?\d*),non condensable|gas fraction,condensable|water,convert mol% to mass fraction,sum <= 0.30,False,False,True,if sum > 0.30
GEO-025,es,ncg|gas|no_condensable,CO2|H2S|NH3|CH4|NCG,-,gas_analysis|ncg_report,gas_composition|ncg_fraction,CO2;H2S;NH3;CH4;NCG,CO2\s*=\s*(\d+\.?\d*)|H2S\s*=\s*(\d+\.?\d*)|CH4\s*=\s*(\d+\.?\d*),non condensable|gas fraction,condensable|water,convert mol% to mass fraction,sum <= 0.30,False,False,True,if sum > 0.30
GEO-026,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,-,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-027,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,-,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-028,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,in,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-029,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,-,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-030,es,pozos|wells|casing|trayectoria,WELL|CAS|TRJ,bar,well_completion|drilling_program,completion|trajectory,WELL;CAS;TRJ,casing\s*=\s*(\d+\.?\d*)|well\s*=\s*(\d+)|trajectory\s*=\s*(vertical|deviated|horizontal),well|casing|completion,wellbore fluid,diameter in inches,in drilling range,False,False,True,if diameter < 6 in
GEO-031,es,cabezal|wellhead|valvula,WH|WHT|WHP,bar,well_test|mechanical_spec,wellhead_data|tree,WH;WHT;WHP,WHP\s*=\s*(\d+\.?\d*)|WHT\s*=\s*(\d+\.?\d*)|API6A\s*=\s*(\d+),wellhead|tree|API 6A,reservoir,"pressure bar, temp degC",in operational range,False,False,True,if rating not in API set
GEO-032,es,cabezal|wellhead|valvula,WH|WHT|WHP,degC,well_test|mechanical_spec,wellhead_data|tree,WH;WHT;WHP,WHP\s*=\s*(\d+\.?\d*)|WHT\s*=\s*(\d+\.?\d*)|API6A\s*=\s*(\d+),wellhead|tree|API 6A,reservoir,"pressure bar, temp degC",in operational range,False,False,True,if rating not in API set
GEO-033,es,cabezal|wellhead|valvula,WH|WHT|WHP,-,well_test|mechanical_spec,wellhead_data|tree,WH;WHT;WHP,WHP\s*=\s*(\d+\.?\d*)|WHT\s*=\s*(\d+\.?\d*)|API6A\s*=\s*(\d+),wellhead|tree|API 6A,reservoir,"pressure bar, temp degC",in operational range,False,False,True,if rating not in API set
GEO-034,es,cabezal|wellhead|valvula,WH|WHT|WHP,-,well_test|mechanical_spec,wellhead_data|tree,WH;WHT;WHP,WHP\s*=\s*(\d+\.?\d*)|WHT\s*=\s*(\d+\.?\d*)|API6A\s*=\s*(\d+),wellhead|tree|API 6A,reservoir,"pressure bar, temp degC",in operational range,False,False,True,if rating not in API set
GEO-035,es,cabezal|wellhead|valvula,WH|WHT|WHP,-,well_test|mechanical_spec,wellhead_data|tree,WH;WHT;WHP,WHP\s*=\s*(\d+\.?\d*)|WHT\s*=\s*(\d+\.?\d*)|API6A\s*=\s*(\d+),wellhead|tree|API 6A,reservoir,"pressure bar, temp degC",in operational range,False,False,True,if rating not in API set
GEO-036,es,gathering|recolector|tuberia_bifasica,GATH|TPS,in,piping_iso|gathering_calc,two_phase_piping|gathering,GATH;TPS,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|v\s*=\s*(\d+\.?\d*),two phase|gathering|brine,steam main,diameter in inches,velocity < 20 m/s,False,False,True,if velocity > 20
GEO-037,es,gathering|recolector|tuberia_bifasica,GATH|TPS,m,piping_iso|gathering_calc,two_phase_piping|gathering,GATH;TPS,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|v\s*=\s*(\d+\.?\d*),two phase|gathering|brine,steam main,diameter in inches,velocity < 20 m/s,False,False,True,if velocity > 20
GEO-038,es,gathering|recolector|tuberia_bifasica,GATH|TPS,m/s,piping_iso|gathering_calc,two_phase_piping|gathering,GATH;TPS,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|v\s*=\s*(\d+\.?\d*),two phase|gathering|brine,steam main,diameter in inches,velocity < 20 m/s,False,False,True,if velocity > 20
GEO-039,es,gathering|recolector|tuberia_bifasica,GATH|TPS,-,piping_iso|gathering_calc,two_phase_piping|gathering,GATH;TPS,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|v\s*=\s*(\d+\.?\d*),two phase|gathering|brine,steam main,diameter in inches,velocity < 20 m/s,False,False,True,if velocity > 20
GEO-040,es,separador|scrubber,SEP|SCR,-,separator_datasheet|mechanical_spec,separator_sizing,SEP;SCR,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|t_res\s*=\s*(\d+\.?\d*),separator|residence time|vessel,pipe,"D in m, t in s",residence >= 5 s,False,False,True,if residence < 5
GEO-041,es,separador|scrubber,SEP|SCR,m,separator_datasheet|mechanical_spec,separator_sizing,SEP;SCR,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|t_res\s*=\s*(\d+\.?\d*),separator|residence time|vessel,pipe,"D in m, t in s",residence >= 5 s,False,False,True,if residence < 5
GEO-042,es,separador|scrubber,SEP|SCR,m,separator_datasheet|mechanical_spec,separator_sizing,SEP;SCR,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|t_res\s*=\s*(\d+\.?\d*),separator|residence time|vessel,pipe,"D in m, t in s",residence >= 5 s,False,False,True,if residence < 5
GEO-043,es,separador|scrubber,SEP|SCR,s,separator_datasheet|mechanical_spec,separator_sizing,SEP;SCR,D\s*=\s*(\d+\.?\d*)|L\s*=\s*(\d+\.?\d*)|t_res\s*=\s*(\d+\.?\d*),separator|residence time|vessel,pipe,"D in m, t in s",residence >= 5 s,False,False,True,if residence < 5
GEO-044,es,flash|flasheo|vasija,FHP|FLP,bar,flash_vessel_spec|process_flow_diagram,flash_vessel,FHP;FLP,HP\s*=\s*(\d+\.?\d*)|LP\s*=\s*(\d+\.?\d*)|D\s*=\s*(\d+\.?\d*),flash vessel|HP|LP,main separator,pressure in bar,HP > LP,False,False,True,if HP <= LP
GEO-045,es,flash|flasheo|vasija,FHP|FLP,bar,flash_vessel_spec|process_flow_diagram,flash_vessel,FHP;FLP,HP\s*=\s*(\d+\.?\d*)|LP\s*=\s*(\d+\.?\d*)|D\s*=\s*(\d+\.?\d*),flash vessel|HP|LP,main separator,pressure in bar,HP > LP,False,False,True,if HP <= LP
GEO-046,es,flash|flasheo|vasija,FHP|FLP,m,flash_vessel_spec|process_flow_diagram,flash_vessel,FHP;FLP,HP\s*=\s*(\d+\.?\d*)|LP\s*=\s*(\d+\.?\d*)|D\s*=\s*(\d+\.?\d*),flash vessel|HP|LP,main separator,pressure in bar,HP > LP,False,False,True,if HP <= LP
GEO-047,es,flash|flasheo|vasija,FHP|FLP,m,flash_vessel_spec|process_flow_diagram,flash_vessel,FHP;FLP,HP\s*=\s*(\d+\.?\d*)|LP\s*=\s*(\d+\.?\d*)|D\s*=\s*(\d+\.?\d*),flash vessel|HP|LP,main separator,pressure in bar,HP > LP,False,False,True,if HP <= LP
GEO-048,es,demister|scrubber|moisture_remover,DEM|MRE,kg/s,demister_datasheet|process_spec,demister_design,DEM;MRE,m_dem\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*)|dP\s*=\s*(\d+\.?\d*),demister|moisture|scrubber,main separator,efficiency %,eff >= 99.5%,False,False,True,if eff < 99.5
GEO-049,es,demister|scrubber|moisture_remover,DEM|MRE,%,demister_datasheet|process_spec,demister_design,DEM;MRE,m_dem\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*)|dP\s*=\s*(\d+\.?\d*),demister|moisture|scrubber,main separator,efficiency %,eff >= 99.5%,False,False,True,if eff < 99.5
GEO-050,es,demister|scrubber|moisture_remover,DEM|MRE,mbar,demister_datasheet|process_spec,demister_design,DEM;MRE,m_dem\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*)|dP\s*=\s*(\d+\.?\d*),demister|moisture|scrubber,main separator,efficiency %,eff >= 99.5%,False,False,True,if eff < 99.5
GEO-051,es,vapor|steam|tuberia_vapor,STM|D_VP,in,piping_iso|steam_piping_spec,steam_piping,STM;D_VP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),steam|vapor|B31.1,brine,"D in inches, P in bar",per ASME B31.1,False,False,True,if material mismatch
GEO-052,es,vapor|steam|tuberia_vapor,STM|D_VP,-,piping_iso|steam_piping_spec,steam_piping,STM;D_VP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),steam|vapor|B31.1,brine,"D in inches, P in bar",per ASME B31.1,False,False,True,if material mismatch
GEO-053,es,vapor|steam|tuberia_vapor,STM|D_VP,bar,piping_iso|steam_piping_spec,steam_piping,STM;D_VP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),steam|vapor|B31.1,brine,"D in inches, P in bar",per ASME B31.1,False,False,True,if material mismatch
GEO-054,es,salmuera|brine|tuberia_brine,BRN|D_BP,in,piping_iso|brine_piping_spec,brine_piping,BRN;D_BP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),brine|salmuera|B31.3,steam,"D in inches, P in bar",per ASME B31.3,False,False,True,if material mismatch
GEO-055,es,salmuera|brine|tuberia_brine,BRN|D_BP,-,piping_iso|brine_piping_spec,brine_piping,BRN;D_BP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),brine|salmuera|B31.3,steam,"D in inches, P in bar",per ASME B31.3,False,False,True,if material mismatch
GEO-056,es,salmuera|brine|tuberia_brine,BRN|D_BP,bar,piping_iso|brine_piping_spec,brine_piping,BRN;D_BP,D\s*=\s*(\d+\.?\d*)|mat\s*=\s*(\w+)|P_design\s*=\s*(\d+\.?\d*),brine|salmuera|B31.3,steam,"D in inches, P in bar",per ASME B31.3,False,False,True,if material mismatch
GEO-057,es,planta|plant|wellpad,PLT|WP,-,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
GEO-058,es,planta|plant|wellpad,PLT|WP,MW,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
GEO-059,es,planta|plant|wellpad,PLT|WP,%,feasibility_study|plant_layout,plant_capacity|wellpads,PLT;WP,MW\s*=\s*(\d+\.?\d*)|area\s*=\s*(\d+\.?\d*),plant|capacity|wellpad,reservoir,MW net,positive value,False,False,True,if value <= 0
GEO-060,es,turbina|turbine|generador_vapor,TURB|GEN,MW,turbine_datasheet|process_diagram,turbine_spec,TURB;GEN,MW\s*=\s*(\d+\.?\d*)|P_in\s*=\s*(\d+\.?\d*)|T_in\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),turbine|condensing|steam,orc,"MW, bar, degC",eff 75-90%,False,False,True,if eff < 80
GEO-061,es,turbina|turbine|generador_vapor,TURB|GEN,bar,turbine_datasheet|process_diagram,turbine_spec,TURB;GEN,MW\s*=\s*(\d+\.?\d*)|P_in\s*=\s*(\d+\.?\d*)|T_in\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),turbine|condensing|steam,orc,"MW, bar, degC",eff 75-90%,False,False,True,if eff < 80
GEO-062,es,turbina|turbine|generador_vapor,TURB|GEN,degC,turbine_datasheet|process_diagram,turbine_spec,TURB;GEN,MW\s*=\s*(\d+\.?\d*)|P_in\s*=\s*(\d+\.?\d*)|T_in\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),turbine|condensing|steam,orc,"MW, bar, degC",eff 75-90%,False,False,True,if eff < 80
GEO-063,es,turbina|turbine|generador_vapor,TURB|GEN,bar,turbine_datasheet|process_diagram,turbine_spec,TURB;GEN,MW\s*=\s*(\d+\.?\d*)|P_in\s*=\s*(\d+\.?\d*)|T_in\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),turbine|condensing|steam,orc,"MW, bar, degC",eff 75-90%,False,False,True,if eff < 80
GEO-064,es,turbina|turbine|generador_vapor,TURB|GEN,%,turbine_datasheet|process_diagram,turbine_spec,TURB;GEN,MW\s*=\s*(\d+\.?\d*)|P_in\s*=\s*(\d+\.?\d*)|T_in\s*=\s*(\d+\.?\d*)|eff\s*=\s*(\d+\.?\d*),turbine|condensing|steam,orc,"MW, bar, degC",eff 75-90%,False,False,True,if eff < 80
GEO-065,es,condensador|condenser,COND,-,condenser_spec|process_diagram,condenser_design,COND,P\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*),condenser|vacuum,cooling tower only,pressure in bar,vacuum range 0.02-0.20 bar,False,False,True,if P out of range
GEO-066,es,condensador|condenser,COND,bar,condenser_spec|process_diagram,condenser_design,COND,P\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*),condenser|vacuum,cooling tower only,pressure in bar,vacuum range 0.02-0.20 bar,False,False,True,if P out of range
GEO-067,es,condensador|condenser,COND,MW,condenser_spec|process_diagram,condenser_design,COND,P\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*),condenser|vacuum,cooling tower only,pressure in bar,vacuum range 0.02-0.20 bar,False,False,True,if P out of range
GEO-068,es,enfriamiento|cooling|torre,CT|CW,MW,cooling_tower_spec|mechanical_spec,cooling_system,CT;CW,MW\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*),cooling tower|cooling water,condenser only,MW thermal,positive,False,False,True,if mismatch
GEO-069,es,enfriamiento|cooling|torre,CT|CW,m3/s,cooling_tower_spec|mechanical_spec,cooling_system,CT;CW,MW\s*=\s*(\d+\.?\d*)|Q\s*=\s*(\d+\.?\d*),cooling tower|cooling water,condenser only,MW thermal,positive,False,False,True,if mismatch
GEO-070,es,ncg_extraction|eyector|ejector|bomba_anillo,EJC|LRVP,-,ncg_system_spec|process_diagram,ncg_extraction,EJC;LRVP,cap\s*=\s*(\d+\.?\d*)|steam\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),ejector|vacuum|LRVP,main turbine,capacity kg/h,positive,False,False,True,if 0
GEO-071,es,ncg_extraction|eyector|ejector|bomba_anillo,EJC|LRVP,kg/h,ncg_system_spec|process_diagram,ncg_extraction,EJC;LRVP,cap\s*=\s*(\d+\.?\d*)|steam\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),ejector|vacuum|LRVP,main turbine,capacity kg/h,positive,False,False,True,if 0
GEO-072,es,ncg_extraction|eyector|ejector|bomba_anillo,EJC|LRVP,kg/s,ncg_system_spec|process_diagram,ncg_extraction,EJC;LRVP,cap\s*=\s*(\d+\.?\d*)|steam\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),ejector|vacuum|LRVP,main turbine,capacity kg/h,positive,False,False,True,if 0
GEO-073,es,ncg_extraction|eyector|ejector|bomba_anillo,EJC|LRVP,kW,ncg_system_spec|process_diagram,ncg_extraction,EJC;LRVP,cap\s*=\s*(\d+\.?\d*)|steam\s*=\s*(\d+\.?\d*)|kW\s*=\s*(\d+\.?\d*),ejector|vacuum|LRVP,main turbine,capacity kg/h,positive,False,False,True,if 0
GEO-074,es,h2s_abatement|stretford|locat|abatimiento,H2S|ABT,-,h2s_system_spec|process_diagram,h2s_abatement,H2S;ABT,eff\s*=\s*(\d+\.?\d*)|cap\s*=\s*(\d+\.?\d*),H2S|abatement|Stretford|LO-CAT,cooling,eff %,eff >= 99%,False,False,True,if eff < 99
