field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
H2-080,prohibited,assumed_electrolyzer_efficiency,Eficiencia electrólisis asumida,number,percent,-,40,80,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Electrolyzer datasheet,efficiency,H2-C-001,H2-DRW-004,true,PROCESS_ENGINEER
H2-081,prohibited,assumed_energy_consumption_kwh_kg,Consumo energía asumido,number,kWh/kg H2,-,40,80,0.01,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Electrolyzer datasheet,energy consumption,H2-C-002,H2-DRW-004,true,PROCESS_ENGINEER
H2-082,prohibited,assumed_water_consumption_l_kg,Consumo agua asumido,number,L/kg H2,-,8,15,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Water balance,water consumption,H2-C-003,H2-DRW-005,true,PROCESS_ENGINEER
H2-083,prohibited,assumed_storage_pressure,Presión almacenamiento asumida,number,bar,gauge,1,900,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Storage specification,storage pressure,H2-C-007,H2-DRW-007,true,PROCESS_ENGINEER
H2-084,prohibited,assumed_pipe_diameter,Diámetro tubería asumido,number,mm,-,5,500,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Piping specification,pipe diameter,H2-C-009,H2-DRW-006,true,PROCESS_ENGINEER
H2-085,prohibited,assumed_pipe_material,Material tubería asumido,enum,-,carbon_steel|austenitic_SS_316L|duplex_2205|aluminum_6061|polymer_lined|FRP,carbon_steel,FRP,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,,Material selection study,pipe material,H2-C-011,H2-DRW-006,true,PROCESS_ENGINEER
H2-086,prohibited,assumed_sil_target,SIL objetivo asumido,enum,-,SIL1|SIL2|SIL3|SIL4,SIL1,SIL4,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,,SIL study,SIL target,H2-C-014,H2-DRW-015,true,SAFETY_ENGINEER
H2-087,prohibited,assumed_dew_point,Punto de rocío asumido,number,degree C,-,0,-80,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,Dryer specification,dew point,H2-C-005,H2-DRW-006,true,PROCESS_ENGINEER,NFPA_853_2023
H2-088,prohibited,assumed_h2_production,Producción H2 asumida,number,Nm3/h H2,-,1,100000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Production calculation,H2 production,H2-C-001,H2-DRW-004,true,PROCESS_ENGINEER
H2-089,prohibited,assumed_compressor_power,Potencia compresor asumida,number,kW,-,1,50000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Compressor specification,compressor power,H2-C-004,H2-DRW-006,true,MECHANICAL_ENGINEER
H2-090,prohibited,assumed_discharge_pressure,Presión descarga asumida,number,bar,gauge,30,1000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Compressor specification,discharge pressure,H2-C-004,H2-DRW-006,true,PROCESS_ENGINEER
H2-091,prohibited,assumed_area_classification,Clasificación de área asumida,enum,-,Zone_0|Zone_1|Zone_2|non_hazardous,Zone_0,non_hazardous,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,,Area classification study,zone class,H2-C-012,H2-DRW-012,true,SAFETY_ENGINEER
H2-092,prohibited,assumed_gas_group,Grupo de gas asumido,enum,-,IIA|IIB|IIC,IIA,IIC,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,,Area classification study,gas group,H2-C-012,H2-DRW-012,true,SAFETY_ENGINEER
H2-093,prohibited,assumed_temperature_class,Clase temperatura asumida,enum,-,T1|T2|T3|T4|T5|T6,T1,T6,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,,Area classification study,temperature class,H2-C-012,H2-DRW-012,true,SAFETY_ENGINEER
H2-094,prohibited,assumed_storage_volume,Volumen almacenamiento asumido,number,m3,-,0.1,100000,0.1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Storage specification,storage volume,H2-C-007,H2-DRW-007,true,PROCESS_ENGINEER
H2-095,prohibited,assumed_pcc_voltage,Tensión PCC asumida,number,kV,-,0.4,500,0.001,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,always,,0.0,Grid study,PCC voltage,H2-C-015,H2-DRW-009,true,ELECTRICAL_ENGINEER
