field_id,category,name_es,description,data_type,unit,allowed_values,min_value,max_value,precision,requirement_class,required_from_stage,conditional_expression,prohibited_default,expected_source_document,extraction_hints,used_by_calculation_ids,used_by_drawing_ids,blocking_if_missing,review_role,source_ids
GEO-012,reservoir,reservoir_porosity_fraction,Porosidad efectiva del reservorio,float,-,"[0.01,0.40]",0.01,0.4,3,PROHIBITED_TO_ASSUME,FEASIBILITY,true,true,Registros nucleares de pozos,Fracción volumétrica,GEO-C-030,GEO-DRW-003,true,RESERVOIR_ENGINEER,IAPWS_IF97;ISO_6107_1;ISO_14685
GEO-013,reservoir,reservoir_formation_type,Tipo litológico del reservorio,enum,-,"[volcanic,sedimentary,fractured_metamorphic,carbonate]",,,,PROHIBITED_TO_ASSUME,FEASIBILITY,true,true,Estudio geológico de superficie y núcleos,Litología dominante,GEO-C-030,GEO-DRW-003;GEO-DRW-005,true,RESERVOIR_ENGINEER,IAPWS_IF97;ISO_6107_1;ISO_14685;ISO_19111;ISO_14685
GEO-014,chemistry,Na_mg_L,Concentración de sodio en el fluido geotérmico,float,mg/L,"[10,50000]",10,50000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico ICP-OES,Sodio disuelto,GEO-C-001;GEO-C-003,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-015,chemistry,K_mg_L,Concentración de potasio en el fluido geotérmico,float,mg/L,"[5,20000]",5,20000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico ICP-OES,Potasio disuelto,GEO-C-001;GEO-C-003,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-016,chemistry,Ca_mg_L,Concentración de calcio en el fluido geotérmico,float,mg/L,"[1,5000]",1,5000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico ICP-OES,Calcio disuelto (relacionado a calcite scaling),GEO-C-003;GEO-C-018,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-017,chemistry,Mg_mg_L,Concentración de magnesio en el fluido geotérmico,float,mg/L,"[0.1,2000]",0.1,2000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico ICP-OES,Magnesio disuelto,GEO-C-003,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-018,chemistry,Cl_mg_L,Concentración de cloruro en el fluido geotérmico,float,mg/L,"[10,50000]",10,50000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico (cromatografía iónica),Cloruro (control corrosión),GEO-C-003;GEO-C-030,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-019,chemistry,HCO3_mg_L,Concentración de bicarbonato en el fluido geotérmico,float,mg/L,"[5,10000]",5,10000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico (titulación),Bicarbonato (alcalinidad),GEO-C-003;GEO-C-018,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-020,chemistry,SO4_mg_L,Concentración de sulfato en el fluido geotérmico,float,mg/L,"[1,5000]",1,5000,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico (cromatografía iónica),Sulfato disuelto,GEO-C-003,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-021,chemistry,silica_SiO2_mg_L,Concentración de sílice (SiO2) en el fluido geotérmico,float,mg/L,"[50,1500]",50,1500,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis químico (espectrofotometría UV),Sílice para geotermómetro y scaling,GEO-C-002;GEO-C-003;GEO-C-017,GEO-DRW-007,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-022,ncg,NCG_CO2_mass_fraction,Fracción másica de CO2 en fase vapor del fluido total,float,-,"[0,0.30]",0,0.3,4,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis cromatográfico de gases no condensables,CO2 como fracción de NCG total,GEO-C-013;GEO-C-019;GEO-C-021,GEO-DRW-013,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97;ASME_PTC_10;API_521;ASME_B31_1_2022
GEO-023,ncg,NCG_H2S_mass_fraction,Fracción másica de H2S en fase vapor del fluido total,float,-,"[0,0.10]",0,0.1,4,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis cromatográfico de gases no condensables,H2S en fracción de NCG,GEO-C-019;GEO-C-020;GEO-C-021,GEO-DRW-013,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97;MINEM_DS_032_2003;MINAM_DS_019_2009;API_521
GEO-024,ncg,NCG_NH3_mass_fraction,Fracción másica de NH3 en fase vapor del fluido total,float,-,"[0,0.005]",0,0.005,5,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis cromatográfico de gases no condensables,Amoníaco,GEO-C-019;GEO-C-021,GEO-DRW-013,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97
GEO-025,ncg,NCG_CH4_mass_fraction,Fracción másica de metano en fase vapor del fluido total,float,-,"[0,0.02]",0,0.02,5,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Análisis cromatográfico de gases no condensables,Metano,GEO-C-019;GEO-C-021,GEO-DRW-013,true,PROCESS_ENGINEER,ISO_6107_1;MINAM_DS_019_2009;IAPWS_IF97;IEC_60079_10_1;NFPA_497_2024;MINEM_DS_032_2003
GEO-026,wells,production_wells_count,Número de pozos productores activos del campo,int,-,"[1,200]",1,200,0,PROJECT_MANDATORY,BASIC_ENGINEERING,true,false,Plan de desarrollo del campo geotérmico,Pozos en operación y reserva,GEO-C-004;GEO-C-011;GEO-C-012,GEO-DRW-003,true,RESERVOIR_ENGINEER,API_1104_2021;ASME_BPVC_VIII_1_2023;ISO_14685;MINEM_DS_032_2003
GEO-027,wells,injection_wells_count,Número de pozos reinyectores del campo,int,-,"[1,100]",1,100,0,PROJECT_MANDATORY,BASIC_ENGINEERING,true,true,Plan de desarrollo del campo geotérmico,Pozos de reinyección obligatorios,GEO-C-004;GEO-C-023;GEO-C-030,GEO-DRW-003,true,RESERVOIR_ENGINEER,ASME_B31_3_2022;API_1104_2021;MINAM_DS_019_2009;ISO_14685;MINAM_DS_019_2009;MINEM_DS_032_2003
GEO-028,wells,well_casing_diameter_in,Diámetro nominal del revestidor de producción (pulgada),float,in,"[6,20]",6,20,3,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Programa de completación de pozos,Diámetro API 9-5/8 in o 13-3/8 in,GEO-C-030,GEO-DRW-003;GEO-DRW-005,true,DRILLING_ENGINEER,API_1104_2021;ASME_BPVC_VIII_1_2023;ISO_14685;MINEM_DS_032_2003
GEO-029,wells,well_trajectory_type,Tipo de trayectoria de los pozos productores,enum,-,"[vertical,deviated,horizontal]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Programa de perforación,Vertical/Desviada/Horizontal,GEO-C-030,GEO-DRW-003;GEO-DRW-005,true,DRILLING_ENGINEER,API_1104_2021;ASME_BPVC_VIII_1_2023;ISO_14685;MINEM_DS_032_2003
GEO-030,wells,well_casing_design_pressure_bar,Presión de diseño del revestidor de producción,float,bar,"[50,400]",50,400,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Diseño mecánico del pozo (API/ASME),Presión de diseño interna,GEO-C-030,GEO-DRW-003;GEO-DRW-005,true,DRILLING_ENGINEER,API_1104_2021;ASME_BPVC_VIII_1_2023;ISO_14685;MINEM_DS_032_2003;ASME_BPVC_VIII_1_2023;API_520_1;API_521;ASME_B31_3_2022
GEO-031,wellhead,wellhead_pressure_bar,Presión en el cabezal del pozo productor,float,bar,"[2,100]",2,100,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Pruebas de producción de pozos,Medición en árbol de válvulas,GEO-C-004;GEO-C-007;GEO-C-009,GEO-DRW-006;GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;API_520_1;API_521;ASME_B31_3_2022
GEO-032,wellhead,wellhead_temperature_c,Temperatura del fluido en el cabezal del pozo,float,degC,"[80,350]",80,350,1,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Pruebas de producción de pozos,Medición en árbol de válvulas,GEO-C-004;GEO-C-009,GEO-DRW-006;GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;API_520_1;API_521;ASME_B31_3_2022;IAPWS_IF97;ISO_6107_1;ISO_14685
GEO-033,wellhead,wellhead_valve_tree_rating,Clase de presión del árbol de válvulas (API 6A rating),enum,-,"[2000,3000,5000,10000,15000]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Especificación mecánica del cabezal,PSI rating; prohibido asumir API 6A por falta de fuente,GEO-C-030,GEO-DRW-006,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;API_520_1;API_521;ASME_B31_3_2022
GEO-034,wellhead,wellhead_strainer_present,Presencia de filtro (strainer) en el cabezal del pozo,bool,-,"[true,false]",,,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,false,Especificación mecánica,Filtro para sólidos arrastrados,GEO-C-010,GEO-DRW-007,false,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;API_520_1;API_521;ASME_B31_3_2022
GEO-035,wellhead,wellhead_separator_present,Presencia de separador en el cabezal del pozo (flash single/double),bool,-,"[true,false]",,,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,plant_type contains flash,false,Diagrama de proceso PFD,Separador en cabezal si flash individual,GEO-C-007;GEO-C-009,GEO-DRW-006;GEO-DRW-007,false,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97;ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-036,gathering,gathering_pipe_diameter_in,Diámetro nominal de la tubería bifásica del gathering,float,in,"[6,36]",6,36,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Ingeniería de detalle del gathering system,Tubería bifásica vapor-salmuera,GEO-C-005;GEO-C-006;GEO-C-028,GEO-DRW-004;GEO-DRW-005,true,PIPING_ENGINEER,ASME_B31_3_2022;API_1104_2021;ASME_BPVC_VIII_1_2023
GEO-037,gathering,gathering_pipe_length_m,Longitud total de tubería bifásica del gathering,float,m,"[50,5000]",50,5000,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Isométrico del gathering,Longitud real con accesorios,GEO-C-005;GEO-C-006,GEO-DRW-004;GEO-DRW-005,true,PIPING_ENGINEER,ASME_B31_3_2022;API_1104_2021;ASME_BPVC_VIII_1_2023
GEO-038,gathering,gathering_two_phase_velocity_m_s,Velocidad bifásica en el gathering system,float,m/s,"[5,20]",5,20,2,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Cálculo hidráulico del gathering,Velocidad máxima 20 m/s,GEO-C-005;GEO-C-006,GEO-DRW-004;GEO-DRW-005,false,PROCESS_ENGINEER,ASME_B31_3_2022;API_1104_2021;ASME_BPVC_VIII_1_2023;ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-039,gathering,gathering_pipe_material,Material de la tubería bifásica del gathering,enum,-,"[carbon_steel_A106,SS_316L,duplex_2205,titanium]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Especificación mecánica de materiales,Material según química del fluido,GEO-C-030,GEO-DRW-004;GEO-DRW-005,true,MATERIAL_ENGINEER,ASME_B31_3_2022;API_1104_2021;ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;ASME_BPVC_VIII_1_2023
GEO-040,separator,separator_type,Tipo de separador principal bifásico,enum,-,"[centrifugal_vertical,vertical_gravity,horizontal_gravity]",,,,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,true,true,Diagrama de proceso PFD/P&ID,Tipo de separador de campo,GEO-C-007;GEO-C-008,GEO-DRW-006;GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-041,separator,separator_diameter_m,Diámetro interno del separador principal,float,m,"[0.5,5.0]",0.5,5.0,3,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del separador,Diámetro ASME BPVC,GEO-C-007;GEO-C-008,GEO-DRW-006;GEO-DRW-007,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-042,separator,separator_length_m,Longitud (tan a tan) del separador principal,float,m,"[2,15]",2,15,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del separador,Largo del vessel,GEO-C-007;GEO-C-008,GEO-DRW-006;GEO-DRW-007,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-043,separator,separator_residence_time_s,Tiempo de residencia en el separador principal,float,s,"[5,180]",5,180,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Cálculo de diseño del separador,Mínimo 5 s,GEO-C-007;GEO-C-008,GEO-DRW-006;GEO-DRW-007,false,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-044,flash,flash_HP_pressure_bar,Presión de operación del flash vessel de alta presión,float,bar,"[3,30]",3,30,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains double_flash,true,PFD del ciclo flash,Flash HP si double flash,GEO-C-009;GEO-C-004,GEO-DRW-006;GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-045,flash,flash_LP_pressure_bar,Presión de operación del flash vessel de baja presión,float,bar,"[0.5,5]",0.5,5,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,plant_type contains flash,true,PFD del ciclo flash,Flash LP,GEO-C-009;GEO-C-004,GEO-DRW-006;GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-046,flash,flash_vessel_diameter_m,Diámetro del flash vessel principal,float,m,"[1.0,6.0]",1.0,6.0,3,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,plant_type contains flash,true,Hoja de datos del flash vessel,Diámetro ASME BPVC,GEO-C-009,GEO-DRW-006;GEO-DRW-007,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-047,flash,flash_vessel_length_m,Longitud (tan a tan) del flash vessel principal,float,m,"[3,20]",3,20,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,plant_type contains flash,true,Hoja de datos del flash vessel,Largo del vessel,GEO-C-009,GEO-DRW-006;GEO-DRW-007,true,MECHANICAL_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-048,demister,demister_capacity_kg_s,Capacidad másica del demister / scrubber de vapor,float,kg/s,"[5,300]",5,300,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos del demister,Demister mesh pad,GEO-C-010,GEO-DRW-007,true,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97;ASME_B31_1_2022;ASME_BPVC_VIII_1_2023
GEO-049,demister,moisture_remover_efficiency_pct,Eficiencia del removedor de humedad (% de gotas retenidas),float,%,"[95,99.9]",95,99.9,2,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Especificación del moisture remover,Mínimo 99.5% en turbine inlet,GEO-C-010;GEO-C-014,GEO-DRW-007,false,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-050,demister,demister_pressure_drop_mbar,Caída de presión a través del demister,float,mbar,"[5,200]",5,200,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,true,true,Especificación del demister,Caída de presión permisible,GEO-C-010,GEO-DRW-007,false,PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;ASME_B31_3_2022;IAPWS_IF97
GEO-051,vapor_piping,vapor_piping_diameter_in,Diámetro nominal de la tubería de vapor a turbina,float,in,"[8,48]",8,48,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Isométrico de vapor ASME B31.1,Tubería de vapor principal,GEO-C-028,GEO-DRW-006;GEO-DRW-008,true,PIPING_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023
GEO-052,vapor_piping,vapor_piping_material,Material de la tubería de vapor a turbina,enum,-,"[carbon_steel_A106,SS_316L,duplex_2205]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Especificación mecánica,Material según contenido H2S/CO2,GEO-C-028,GEO-DRW-006;GEO-DRW-008,true,MATERIAL_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023
GEO-053,vapor_piping,vapor_piping_design_pressure_bar,Presión de diseño de la tubería de vapor,float,bar,"[5,100]",5,100,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de tubería ASME B31.1,Presión de diseño,GEO-C-028,GEO-DRW-006;GEO-DRW-008,true,PIPING_ENGINEER,ASME_B31_1_2022;ASME_BPVC_VIII_1_2023
GEO-054,brine_piping,brine_piping_diameter_in,Diámetro nominal de la tubería de salmuera a reinyección,float,in,"[4,24]",4,24,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Isométrico de salmuera ASME B31.3,Tubería de salmuera,GEO-C-029,GEO-DRW-004;GEO-DRW-005,true,PIPING_ENGINEER,ASME_B31_3_2022;ASME_BPVC_VIII_1_2023
GEO-055,brine_piping,brine_piping_material,Material de la tubería de salmuera,enum,-,"[carbon_steel_A106,SS_316L,duplex_2205,titanium]",,,,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Especificación mecánica,Material según TDS y cloruros,GEO-C-029,GEO-DRW-004;GEO-DRW-005,true,MATERIAL_ENGINEER,ASME_B31_3_2022;ASME_BPVC_VIII_1_2023
GEO-056,brine_piping,brine_piping_design_pressure_bar,Presión de diseño de la tubería de salmuera,float,bar,"[10,200]",10,200,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,true,true,Hoja de datos de tubería ASME B31.3,Presión de diseño,GEO-C-029,GEO-DRW-004;GEO-DRW-005,true,PIPING_ENGINEER,ASME_B31_3_2022;ASME_BPVC_VIII_1_2023
GEO-057,plant,plant_type,Tipo de planta geotérmica,enum,-,"[dry_steam,single_flash,double_flash,binary_ORC,flash_binary_hybrid]",,,,PROHIBITED_TO_ASSUME,FEASIBILITY,true,true,Estudio de prefactibilidad,Tipo según temperatura reservorio,GEO-C-004;GEO-C-014;GEO-C-025;GEO-C-027,GEO-DRW-001;GEO-DRW-002;GEO-DRW-011,true,LEAD_PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ISO_15547_1;ASME_BPVC_VIII_1_2023;ASME_PTC_10;IAPWS_IF97;IAPWS_IF97;ISO_6107_1;ISO_14685
GEO-058,plant,plant_capacity_MW_net,Capacidad neta de la planta geotérmica (MW),float,MW,"[1,500]",1,500,1,PROJECT_MANDATORY,FEASIBILITY,true,true,Estudio de prefactibilidad,MW netos exportables,GEO-C-004;GEO-C-014;GEO-C-025,GEO-DRW-001;GEO-DRW-011,true,LEAD_PROCESS_ENGINEER,ASME_BPVC_VIII_1_2023;IAPWS_IF97;ISO_15547_1;ASME_BPVC_VIII_1_2023;ASME_PTC_10;IAPWS_IF97;IEEE_1547_2018;IEEE_519_2022;IEEE_80_2013;IEC_60364_5_54;MINEM_DS_043_2006;CNE_2011
GEO-059,plant,plant_capacity_factor_pct,Factor de capacidad anual esperado,float,%,"[60,98]",60,98,1,TECHNOLOGY_MANDATORY,BASIC_ENGINEERING,true,true,Estimación de producción anual,Factor de capacidad,GEO-C-014,GEO-DRW-011,false,PROCESS_ENGINEER,IAPWS_IF97;ISO_6107_1;ISO_14685
GEO-060,turbine,turbine_capacity_MW,Capacidad nominal de la turbina de vapor (MW),float,MW,"[1,150]",1,150,2,PROHIBITED_TO_ASSUME,BASIC_ENGINEERING,"plant_type in [dry_steam,single_flash,double_flash,flash_binary_hybrid]",true,Hoja de datos de turbina,Turbina condensing,GEO-C-014,GEO-DRW-008;GEO-DRW-009,true,MECHANICAL_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
GEO-061,turbine,turbine_inlet_pressure_bar,Presión de entrada a la turbina de vapor,float,bar,"[3,80]",3,80,2,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,"plant_type in [dry_steam,single_flash,double_flash,flash_binary_hybrid]",true,PFD ciclo de vapor,Presión de admisión,GEO-C-014,GEO-DRW-008;GEO-DRW-009,true,PROCESS_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1;ASME_BPVC_VIII_1_2023;IAPWS_IF97
GEO-062,turbine,turbine_inlet_temperature_c,Temperatura de entrada a la turbina de vapor,float,degC,"[120,350]",120,350,1,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,"plant_type in [dry_steam,single_flash,double_flash,flash_binary_hybrid]",true,PFD ciclo de vapor,Temperatura de admisión,GEO-C-014,GEO-DRW-008;GEO-DRW-009,true,PROCESS_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1;IAPWS_IF97;ISO_6107_1;ISO_14685
GEO-063,turbine,turbine_exhaust_pressure_bar,Presión de escape de la turbina (vacío de condensador),float,bar,"[0.02,0.20]",0.02,0.2,3,PROHIBITED_TO_ASSUME,DETAILED_ENGINEERING,"plant_type in [dry_steam,single_flash,double_flash,flash_binary_hybrid]",true,PFD ciclo de vapor,Vacío del condensador,GEO-C-014;GEO-C-015,GEO-DRW-008;GEO-DRW-012,true,PROCESS_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1;ASME_BPVC_VIII_1_2023;IAPWS_IF97;ASME_B31_1_2022
GEO-064,turbine,turbine_isentropic_efficiency_pct,Eficiencia isoentrópica de la turbina de vapor,float,%,"[75,90]",75,90,1,TECHNOLOGY_MANDATORY,DETAILED_ENGINEERING,"plant_type in [dry_steam,single_flash,double_flash,flash_binary_hybrid]",true,Hoja de datos de turbina,Mínimo 80%,GEO-C-014,GEO-DRW-008;GEO-DRW-009,false,MECHANICAL_ENGINEER,ASME_PTC_10;IAPWS_IF97;ISO_1940_1
